570.T5_BF5_01_33362,571.T5_BF6_01_33363,572.T5_BF7_01_33364,573.T5_BF8_01_33365,574.T5_BF9_01_33366,575.T5_BF10_01_33367,576.T5_BF11_01_33368,577.T5_BF12_01_33369,578.T5_BG1_01_33371,580.T5_BG2_01_33372,581.T5_BG3_01_33373,582.T5_BG4_01_33374,583.T5_BG5_01_33375,584.T5_BG6_01_33376,585.T5_BG7_01_33377,586.T5_BG8_01_33378,588.T5_BG9_01_33379,589.T5_BG10_01_33380,590.T5_BG11_01_33381,591.T5_BG12_01_33382,592.T5_BH1_01_33384,593.T5_BH2_01_33385,594.T5_BH3_01_33386,595.T5_BH4_01_33387,596.T5_BH5_01_33388,597.T5_BH6_01_33389,598.T5_BH7_01_33390,599.T5_BH8_01_33391,600.T5_BH9_01_33392,601.T5_BA1_01_33398,602.T5_BA2_01_33399,603.T5_BA3_01_33400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,1336,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10777,5558,5487,0,0,0,8060,4257,8166,0,0,11659,4012,3198,0,3871,0,7347,0,0,8051,13010,15658,7243,3437,10257,4983,27797,3928,9237
0,0,0,0,0,0,0,0,0,0,2103,0,0,0,0,0,0,0,0,0,1896,0,0,0,0,2044,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8752,0,6599,0,0,0,2175,0,0,0,3368,0,0,4053
0,0,0,0,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,1335,0,0,1008,0,1345,2319,0,0,0,0,0,0,0,0,0,2447,2197,0,0,0,1656,691,0
0,0,0,4238,0,0,0,0,0,0,0,5816,7987,0,0,0,0,0,0,0,12361,0,0,11639,0,10980,0,0,0,0,0,5643
0,21960,29752,23531,0,12963,27451,0,0,56186,12496,0,18010,0,16726,0,15138,17706,0,34451,18378,0,14471,0,0,17951,0,0,18501,30736,0,0
7462,8084,0,0,0,0,26007,109216,1001,0,0,0,0,18024,12714,14234,0,5275,0,0,0,19389,10366,4199,10652,0,32219,8168,0,29032,0,3941
0,0,3778,0,0,0,1221,0,0,0,0,0,0,0,17769,0,0,0,0,0,0,0,0,0,8092,0,0,1972,0,0,0,0
0,6898,0,2521,0,0,0,1323,0,2706,0,0,1957,0,0,0,0,3438,0,0,0,0,7376,0,9360,4107,0,0,1629,0,0,6199
0,0,2723,0,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12491,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3763,0,0,0,0,0,0,0,0,0,0,3133,0,0,2146,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4773,0,1829,0,0,0,0,0,1228,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,1518,0,0,4413,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3346,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3709
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4971,0,1958,2395,605,5653,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7335,0,1315,0,0,0,0,1621,0,0,0
0,0,1793,2923,2818,0,0,0,0,0,0,0,0,4870,0,0,0,0,0,0,7755,0,1670,2812,0,3292,0,2109,3879,0,0,0
0,7294,0,4703,7565,7321,3428,0,10470,0,7415,0,0,5732,0,0,1521,0,3481,9799,6205,0,2353,2922,4010,0,0,7586,2849,11559,3741,3835
0,0,0,0,0,0,0,2007,0,2164,0,0,0,0,0,0,0,0,0,0,5381,0,0,0,0,0,0,0,0,0,0,0
0,0,14602,1996,7749,4661,0,0,9504,1513,2868,0,0,0,4644,1217,0,2198,0,0,1494,0,4316,0,0,3300,8631,16497,0,7963,1121,2709
15157,19657,18561,3290,3102,3736,8186,0,5826,3449,5870,2824,0,26605,0,20977,0,9448,3063,13008,3222,11543,9684,2170,6615,1711,9730,18835,5790,2165,4214,7047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,2691,0,0,0,0
3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,3791,0,0,1803,0,0,0,0,1329,13268,0,7429,0,0,1640
0,7569,0,0,23320,0,8536,38338,0,0,3031,0,0,0,0,11836,0,0,0,1414,3884,0,0,0,29889,0,2135,0,0,3778,0,0
0,0,9943,0,0,1804,0,0,2149,0,0,0,0,5577,6209,0,0,0,0,6096,1686,0,3701,1416,6155,1838,0,4058,11195,42067,2602,1453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5009,0,4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,0,0,0,0,0,0,0
0,1702,0,0,4073,0,0,0,0,0,0,0,0,0,0,0,0,5298,2573,0,0,0,0,0,2621,0,0,0,0,0,0,0
0,0,0,2462,2719,0,0,0,0,0,0,0,0,5255,3764,0,0,0,0,0,0,6062,0,0,0,0,0,0,0,7035,0,0
0,2057,5456,0,0,0,0,0,0,0,0,0,0,0,6897,4307,0,0,6216,0,0,0,0,0,0,0,0,0,0,0,0,4005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,1694,0,0,0,2851,0,15552,0,0,0,0,0,0,16174,10292,0,0,10053,0,0,13800,0,0,0,0,16437,0,0,25851,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4617,0,0,0,0,0
0,0,0,0,4173,2773,0,0,10332,0,8339,0,0,8792,3739,0,0,0,0,2651,0,0,7409,0,34751,13090,3365,8700,3572,24748,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,0,0
0,0,0,0,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0
0,0,2225,0,0,0,0,0,2484,2419,0,0,0,0,12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3659
0,12579,0,0,11658,16577,0,0,0,20943,0,0,0,10191,8289,9861,0,0,0,32075,18221,0,0,0,16272,0,16209,8270,0,21222,21726,30150
0,0,0,0,0,0,6303,0,0,0,0,0,2311,4264,0,0,0,0,0,0,3536,0,0,0,6325,0,0,0,8207,0,0,0
3517,24995,34634,14259,0,26083,5096,17800,6017,27045,0,0,0,43983,31547,0,0,21462,0,45661,0,38445,41023,10702,35525,12969,0,38095,81025,0,48366,20833
0,7765,19768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2565,0,0,0,0,0,0,2203,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,0,0,0,0,0,2384
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,0,0,0,0,4035,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5425,3301,0,2769,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,1673,0,0,0,0,15601,0,0,8977,0,7920,0
0,0,0,0,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1893,0,0,0
0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,19882,0,10307,0,0,0,0,4394,0,0,0,0,3176,0,0,0,0
0,0,6357,0,0,17580,0,0,0,0,0,0,0,7964,8447,0,0,4978,3626,0,0,0,0,0,0,0,0,1708,0,0,0,2413
0,0,0,23850,0,0,5833,0,0,0,6481,7150,0,0,0,0,0,0,8373,0,8740,0,15245,5624,25503,0,9775,0,0,13983,6198,5135
0,0,0,0,0,0,0,0,4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3694,0,0,0,0,3686,0,0,0,0,0,0,3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5739,0,0,0
0,0,0,3054,0,0,0,0,0,2146,0,0,0,0,0,0,2150,0,4551,0,0,0,0,1994,2615,0,0,3362,1916,0,0,12643
15830,4143,29890,37538,5278,0,0,10222,48736,37224,57822,33667,6509,0,0,48292,0,0,0,0,51376,0,0,0,0,0,33259,44405,0,71697,0,51094
13208,4476,12456,29489,14681,0,0,6675,0,0,4716,10106,6634,0,0,0,0,0,0,0,4753,10833,0,0,16148,11435,0,0,0,0,0,11243
0,0,0,0,0,0,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8036,0,0,0,0
0,0,0,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,0,2030,0,0,0,0,0,0,0,2241,0,0,0,0,0
0,0,0,0,0,0,0,0,21159,0,22534,0,0,0,0,0,0,0,0,0,0,14942,0,0,0,0,14913,10328,14506,24677,0,0
0,0,0,0,22542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30911,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10759,4240,0,4371,4239,10396,0,0,4386,0,0,0,0,0,0,10057,0,0,4307,0,0,0,0,11099,0,5504,0,5289
0,0,0,6075,0,0,3315,0,0,0,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6141,0,0,0,0,0,0,4944,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13773,0,0,0,0,0,0,0,0,10575,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9131,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,0
0,0,0,0,0,0,0,0,0,24388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29986,0,0,0,0
0,0,0,0,0,0,1756,0,0,0,0,0,0,0,0,0,0,0,11387,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2552,1740,0,0,0,0,2946,0,3959,0,0,1826,0,0,0,0,0,0,0,0,4042,0,2671,2536,0,0,7718,2280,1191,3994
0,0,0,2242,1337,0,0,0,0,0,0,0,0,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,3591,2522,0,4888,0
0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7748,3166,6376,2677,0,0,6384,0,6422,0,0,0,3019,0,0,0,2624,7331,2916,0,0,7353,0,0,0,2098,7144,14052,0,7420
0,3789,0,8296,0,4779,1370,0,3708,0,0,0,0,0,0,0,0,0,0,0,5966,0,8589,0,0,0,0,0,0,0,0,0
10424,11710,8530,0,36039,23696,0,0,48344,4870,7540,6902,9867,28072,26320,27381,16778,9507,20183,18337,33996,0,8946,21473,4763,29493,37360,0,40779,9526,38916,16708
0,0,3283,5322,0,0,0,0,5125,0,13802,2575,0,4117,0,0,0,0,0,0,7120,0,0,0,0,0,5046,23518,9022,0,6099,12348
0,2818,10970,6531,2911,11124,714,0,0,19891,25159,9967,9806,4015,2865,3142,0,0,0,6667,8065,0,2035,5833,17733,6043,2115,0,10523,0,6127,11402
0,0,0,6458,0,0,0,0,0,0,0,4391,3449,0,4287,0,0,12124,3840,0,5972,0,0,9580,4457,5197,0,10076,0,6614,0,3676
0,0,6581,0,0,6539,0,0,0,0,2860,0,0,0,0,0,0,0,3090,14767,4853,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3959,8254,4066,6177,0,0,4473,0,0,0,0,0,4008,0,11141,4635,0,0,4295,0,0,7204,0,7728,0,0,6801,12832,3628,0,0
0,0,0,0,0,0,0,0,0,1975,0,0,0,0,0,0,0,0,0,2067,1412,0,0,0,0,0,0,2832,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10054,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2248,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932,0,0,0,0,0,0,0,0,0,2924,0,0,0,0
0,0,0,0,4579,4599,0,0,0,0,0,0,0,4965,3920,0,0,0,0,4840,0,0,0,0,0,0,0,8443,0,2682,0,0
0,0,1404,0,0,0,0,0,0,1292,0,0,0,0,1543,0,0,0,0,0,0,3127,0,0,0,0,0,0,0,0,0,1403
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5627,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5271,0,0,0,0,7625,14164,2832,968,0,0,0,6398,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13687,0,0
0,0,1148,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,1031,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470,6596,7908,0,0,0,6993,8290,0,0,0,0,0,12888
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2939,0,0,0,0,0,0,0,0,0
0,0,1612,0,0,1261,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,0,4385,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,1842,3347,0,0,0,0,0,0,0,0,0,0,0,1799,0,0,0,2752,2169,0,3684,1835,1936,0,0,0,0,4090,2624,0,0
1376,0,2017,2816,0,1406,9249,8744,1789,0,0,0,0,10541,6619,7619,0,7283,3882,0,0,0,0,1712,5463,0,6089,0,0,2948,0,0
0,0,8947,0,0,0,0,0,55260,12263,17321,0,0,0,0,5448,0,0,0,0,0,0,0,0,55398,7961,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108681,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74409,0,0,2390,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21099,0,0,4460,0,0,0,0,0,0,0
2350,4136,4449,4622,4798,0,0,3834,0,0,4965,0,3593,15410,3962,4356,0,3201,0,9961,20603,5237,4230,3412,0,12584,0,4901,5966,12936,2277,3239
0,0,0,0,0,0,0,13804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4571,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0
8309,26509,23583,16537,38168,21635,0,0,43131,0,2951,6641,0,25192,12995,10943,24442,26694,206738,22311,56518,50540,33037,86044,80870,0,29854,40006,63663,8519,5110,90134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1417,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10913,0,0,0,0,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,1444,0,1450,1376,0,912,1582,0,0
8782,8164,8655,2355,8993,7391,3282,0,6621,0,3061,0,0,3986,6788,9308,0,4290,9184,2330,0,4719,3673,3244,1944,0,5880,4261,3916,8275,2557,5107
0,0,0,0,0,0,0,3427,0,0,5204,0,0,4618,0,0,0,0,0,0,0,2118,5278,0,4556,0,1683,4287,3093,0,0,0
0,0,0,0,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2586,2982,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805,0,0,0,2247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6418,0,0,0,0,0,0,0,0,0,0
0,0,0,1845,1130,0,0,0,2084,0,0,0,0,3166,0,0,0,0,4541,0,2456,0,0,0,0,0,0,0,0,0,0,0
0,0,7738,8114,34979,11030,0,0,29909,0,0,0,0,9865,8318,12651,8762,0,48276,12930,106696,7552,16347,15847,38455,10115,12784,14662,40150,2764,0,20823
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,0,21424,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1317,0,0,0,0,0,0,0,15069,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6959,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,3483,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3858,2462,0,0,0,0,22402,0,0,0,0,0,3440,5735,9400,0,0,5691,14644,0,11735,0,6573,10379,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3377,0,0,2569,2108,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,0,0,0,0,0,0
0,0,0,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3773,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5195,0,0,0,1336,0,995,0,0,4814,1825,0,0,850,0,0,0,0,1477,1354,0,3743,1220,4304,3067,2588,0,1286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9636,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,1561,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3334,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,5579,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,9254,0,0,0,0,0,0,0,0,0
0,0,6622,12819,6088,0,0,0,0,0,0,0,0,0,0,0,0,14248,0,9824,6544,0,0,7997,0,0,13276,4708,0,2748,0,6930
0,0,0,0,0,0,0,0,24815,12085,25915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478,0,0,0,0,0,0,0,0,0,0,0
0,1742,0,0,0,0,0,0,0,0,0,0,0,1326,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1061,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,980
0,0,0,0,0,0,2757,20333,0,12523,0,0,9249,0,0,0,0,0,0,0,6946,0,0,0,0,7254,0,0,4641,4561,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1786,0,0,3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,0,0,3171,4056,0,0
0,0,5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,0,0,0,1718,0,3347,0,0,0,2404,0
0,0,0,0,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2996,0,0,0,3383,3845,5018,0,0,10346,4049,0,0,0,0,0,0,0,0,5638,0,7392,0,12592,0,4928,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6177,0,0,0,0,0,0,0,4626,0,0,0,0
0,0,2240,2414,3187,0,0,2291,2988,0,4189,6910,0,3928,0,0,0,2989,0,0,0,2313,3133,28119,5377,7185,3784,0,3349,0,0,0
0,0,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5062
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108
0,0,0,0,0,0,0,0,0,1726,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3493,0,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13043,0,0,21963,0,0,0,0,0,0,0,0,29468,6651,22630,0,18690,13912,5234,0,0,8977,0,33050,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,0,0,0,0,0,0,0,0,0,0,0
0,2879,0,0,1436,0,0,0,0,3167,0,0,0,0,5340,0,0,9553,0,0,5592,0,0,0,0,0,6329,0,0,0,0,8980
0,0,0,0,7077,0,0,6522,0,0,9810,0,0,9365,0,0,0,0,0,11219,0,0,0,0,0,0,4434,0,0,0,7679,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3724,1459,0,0,0,2733,2140,0,0,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,3767,0,0,0,2118
0,0,0,0,0,0,0,0,0,0,0,0,5845,0,0,7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1671,4570,6997,0,2963,9895,0,2921,0,4116,0,0,0,13186,0,0,0,3970,0,3988,0,12680,0,5875,0,0,10755,4881,15733,0,0
