570.T2_RF5_01_33130,571.T2_RF6_01_33131,572.T2_RF7_01_33132,573.T2_RF8_01_33133,574.T2_RF9_01_33134,575.T2_RF10_01_33135,576.T2_RF11_01_33136,577.T2_RF12_01_33137,578.T2_RG1_01_33139,580.T2_RG2_01_33140,581.T2_RG3_01_33141,582.T2_RG4_01_33142,583.T2_RG5_01_33143,584.T2_RG6_01_33144,585.T2_RG7_01_33145,586.T2_RG8_01_33146,588.T2_RG9_01_33147,589.T2_RG10_01_33148,590.T2_RG11_01_33149,591.T2_RG12_01_33150,592.T2_RH1_01_33152,593.T2_RH2_01_33153,594.T2_RH3_01_33154,595.T2_RH4_01_33155,596.T2_RH5_01_33156,597.T2_RH6_01_33157,598.T2_RH7_01_33158,599.T2_RH8_01_33159,600.T2_RH9_01_33160,601.T2_RH10_01_33161,602.T2_RH11_01_33162,603.T2_RH12_01_33163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,0,0,0,0
0,0,5366,0,0,0,0,0,3340,0,0,3127,0,0,1836,0,0,0,6338,0,6932,0,0,0,0,1995,0,0,0,0,0,0
0,0,0,1602,2354,0,0,0,0,0,0,0,0,0,0,2668,0,0,0,0,0,0,0,0,0,6092,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683,0
0,0,16364,0,0,0,0,0,0,0,0,0,0,5159,0,6404,8472,0,0,0,0,0,0,3396,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5277,0,8674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16603,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310,0,0,0,0,2628,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7120,3246,0,0,0,2846
0,0,0,0,2443,0,0,0,2656,0,0,0,0,2826,0,0,0,0,0,0,0,0,0,0,0,3396,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4679,0,0,0,0,0,4464,0,0,0,10434,0,0,0,0,0,0,0,0
0,0,0,7975,0,0,0,0,0,0,0,0,0,0,0,0,0,4210,0,0,6797,0,0,0,0,0,0,0,8797,0,4705,18476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4027,0,6726,0,8309,0,0,0
0,0,0,0,0,0,0,0,6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2938,0,0,0,0,0,0,0,0,0,1714,0,2902,0,0,2983,10532,0,0,0,0,0,4460,0,3558,2647,0,4105,0,0,0
0,0,0,0,0,0,0,0,0,0,1571,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,0
0,2439,2549,5750,0,0,0,0,0,0,0,2710,0,0,2097,0,1999,0,10605,9995,0,0,0,0,4269,4416,0,3611,0,7553,0,11271
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3787,0,0,0,3099,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672,0,0,0,2151,0,0,0,0,0,0,0,0,0,9846,0
0,0,0,0,0,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,0,0,0,0,0,0,4803,0,0
35785,29296,83988,57745,36004,59284,29785,105557,41385,33108,44030,37317,25470,14065,24779,45884,0,0,23010,11134,0,16367,0,6346,0,19621,18709,14138,8325,7503,0,25456
4380,0,2125,0,1519,0,0,0,0,0,0,7946,0,0,0,1642,19837,23230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,0,0,0,0,0,0,0,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1851,0,0,0,0,1371,0,0,0,0,1744,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1948,2855,3198,0,0,6002,0,0,0,0,0,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,755,0,0,0,0,0,0,0,0,1131,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,45794,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28882,20815,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2441,0,0,0,3847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,2035,0,0,2554,6594,0,2818,0,0,0,0,0,0,0,2844,7240,0,2327,0,7640,0,0,3625,15591,3227,2316,0,2298,2397,5626,3144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,0,0,0,0,0,0,0,0,2798,0,0,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3102,0,5856,0,0,0,0,0,0,0,0,0,0,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4187,0,0,0,0,0,0,0,0,0,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11979,0,0,0,0,3734,0,0,0,0,0,0,0,0,0,0,0,0,65359,12371,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26668,5704,8274,5567,14977,0,1227,11641,0,6293,0,1694,7994,5821,14412,7677
0,0,0,0,0,0,0,0,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18998,5443,0,0,0,0,24978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,4228,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5181,2908,2852,8936,0,2786,2096,6360,0,0,2044,0,0,0,4819
6349,138202,20323,525805,0,19734,21376,79061,0,23566,4474,0,0,0,0,0,0,0,12935,0,0,24766,20788,0,0,12731,8968,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0,0,0,0,3827,0,2830,0,0,2559,0,0,0
0,0,0,0,15045,9178,0,0,0,7513,12905,19127,0,13894,61425,16537,22781,0,0,0,6160,0,0,0,11656,0,0,0,0,0,37360,0
0,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14479,6465,16731,17738,8413,14248,12989,19746,18390,6435,11055,13407,11290,7948,14091,15148,0,5534,0,0,0,0,4100,0,10310,0,0,0,5062,0,0,6533
0,0,0,0,0,0,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9606,6397,0,0,14917,0,0,0,0,4755,0,5959,5005,0,0,0,1843,0,6368,0,0,0,4132,0,0,2248,3962,0,0,0,0
77884,316660,44911,113042,20959,12358,120684,219347,64691,130790,101779,23593,32815,0,61503,54530,2039081,524927,662422,680404,1131296,826132,683028,1066926,764953,628400,762488,838859,903029,755188,777140,695444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5623,0,0,0,0,0,0,0,0,0,0,0,0,0,2454
7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164,2390,0,0,0,0,2445,0,0,0,0,0,3131,2602
0,0,0,2830,0,0,2350,8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6036,0,0,0,0,0,0,0,0,0,0,8232,0,0,0,10526,0,8599,0,0,0,2474,0,0,0,0
0,29560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31283,20849,33966,38882,68950,29465,0,23326,29433,19215,29478,0,0,21645,6609,0
0,0,0,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,4822,0,3530,0,0,0,0,0,0,0,0,0,0,0,0
0,25886,0,0,0,0,0,0,0,5844,0,0,0,0,0,0,0,7608,11565,0,35860,5974,0,55104,0,8503,9882,45247,36379,15786,11666,11001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6112,0,0,0,0,0,0,1810,2214,0,13139,4221,0,0
0,0,0,0,0,0,0,3810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12735,35763,0,7685,0,1793,0,2226,0,1966,0,0,0,0,0,0,13270,0,10790,16315,36021,0,0,25753,16841,8593,7466,18310,1796,7227,20627,10209
7478,6072,0,0,0,0,0,0,11631,0,0,0,0,0,0,0,3907,27214,16897,10926,16742,7710,7553,15667,0,1709,10647,8095,7089,0,3972,43299
0,0,0,0,0,3561,0,0,0,0,0,0,0,2056,0,0,0,0,0,1963,0,0,0,0,0,0,0,0,0,0,0,0
1315,0,0,0,0,0,0,1568,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18764,36038,10064,27203,18796,16401,14111,7703,10190,0,0,13741,0,4899,22484,47152,0,77557,26142,36562,0,53312,31535,43911,70645,0,12312,30217,0,54893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,0,0,0,0,0,0,0,0
0,12024,0,0,2590,0,0,0,9229,0,0,0,0,0,0,0,0,0,0,0,0,2443,0,0,0,5810,75146,56594,0,0,0,46924
0,9103,8537,0,0,0,0,0,0,0,5994,8634,4232,4662,23600,9179,0,0,7872,0,0,0,0,8672,0,0,1679,0,26435,0,0,0
27452,0,0,22601,0,0,0,7424,0,13069,0,6853,0,0,0,0,0,0,31722,0,46214,0,0,0,41278,0,0,0,0,21545,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,0,0,0,0,5568,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,2351,4198,0,889,1656,2740,0,0,0,0,2490,0,3330
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9952,3251,2340,0,0,0,0,0,2210,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2154,0,1293,2758,5380,0,0,0,0,0,1340,0,0,0,0,2362,0,1903,0,0,0,0,0,0,0,0,0,996,0
0,0,1674,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,3082,9379,11207,7628,5039,0,2724,0,4472,3808,7881,3409,5221,0,6944
0,5223,10061,4846,0,0,3482,0,0,0,15249,0,0,0,0,7438,0,0,3258,0,0,2759,0,0,2791,0,3359,2619,0,5051,0,3196
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5371,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,0,0,0,0,3500,2535,0,0,0,0,3427,0,4901,2302,1211,0,0
0,0,0,16120,7795,7890,0,15508,0,10491,3286,0,0,0,0,0,0,3242,0,8889,0,7142,0,0,0,0,0,16758,0,0,0,2201
0,0,0,0,0,0,0,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428,0,0,0
0,0,0,0,6642,2870,9579,0,0,0,0,0,0,7830,0,0,0,0,0,0,0,0,0,0,0,0,2723,0,0,5332,0,0
7511,0,14914,7460,11133,0,9825,20208,4704,0,0,0,14223,9962,9565,2077,0,0,3599,2988,14774,21008,0,0,0,0,14415,5459,4987,0,0,0
4129,0,13181,16359,0,14462,0,0,0,0,10208,16971,6477,5447,15809,0,0,6893,2424,0,12556,4805,0,0,0,0,0,0,0,0,0,13946
8834,0,0,0,0,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6079,18423,0,0,0,0,0
0,0,0,0,4355,0,0,17168,4748,9331,2683,3894,0,0,0,6884,0,0,0,0,0,14015,0,0,0,0,20756,48013,0,0,0,11449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27583,16705,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3508,0,0,0,0,0,5935,0,0,0,0,0,0,0,0,0,0,6104,0,0,0,0,0,0
7869,8813,2080,3973,10262,0,0,14305,0,0,0,0,6031,0,2103,0,0,0,0,0,0,0,2256,3515,0,0,0,0,0,3548,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12262,0,0,0,5967,0,0,0,0,0,0,0,0,0,3258,0
0,0,0,0,3562,0,990,0,7962,0,0,0,0,0,0,0,0,10426,0,9697,0,0,0,0,0,0,0,0,3258,0,0,0
0,0,2588,0,0,3115,0,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,0,4594,0,0,0
0,0,0,0,0,5604,0,0,2122,0,0,4822,0,0,1411,0,0,2503,0,18358,3744,2205,0,14272,6594,5988,20804,12543,9637,10200,0,43543
0,0,0,6840,0,0,0,0,0,0,0,0,0,2540,1659,0,0,7845,0,0,0,3836,0,0,0,0,2234,0,0,0,1933,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,0,0,2593,0
0,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,2664,0,0,0,4849
2324,0,2143,5785,0,0,0,4172,0,0,0,0,0,3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20239,8384,4381,8762,4307,3317,6563,19056,13689,11646,0,0,0,0,8076,0,0,0,5285,0,0,5739,3058,2649,0,6898,0,0,8179,8998,14122,11047
0,11126,4864,2715,10686,3455,3825,0,0,0,0,0,12268,7054,11127,0,0,3630,4153,11101,0,0,0,0,0,6393,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8671,25511,0,5980,0,0,5016,21856,0,0,4810,5145,0,0,4879,4460,120453,6311,4794,3079,39713,0,3692,0,30986,0,0,0,2130,0,92955,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3883,0,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12149,22563,2901,11968,8690,0,9272,33910,1926,5408,6476,1136,0,4175,5846,9956,60916,56653,6039,22681,26060,51688,19361,22126,22302,11371,14167,30128,7406,13016,27486,29828
16652,0,0,8406,15857,0,0,7854,8235,0,0,0,0,0,6379,0,0,0,0,0,0,0,0,7830,0,12888,0,0,7613,5092,6512,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7470,0,0,0,0,2771,0,0,3550,0,0,0,0,0,0,9257,0,0,0,6235,0,0,0,7479,0,0,0,0,0,12016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41084,0,0,2007,0,0,3534,3771,0,2712,0,0,12453,3301,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4101,0,0,0,2289,0,0,0,0,0,0,0,0,0,6476,0
0,0,0,10484,0,0,4268,15001,15190,4840,0,0,14154,0,9456,0,0,0,2867,5399,0,0,0,9048,0,13959,0,5654,2894,9295,0,0
0,0,0,0,0,5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2014,3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3509,0,2062,5438,0,3335,1704,7090,6989,4301,0,6282,7620,4959,5683,0,2747,3409,0,12025,6994,0,0,26692,0,0,0,0,0,17687,6067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4582,0,0,0,3735,0,0,2728,0,0,0,0,0,0,3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221,0,0,0,1762,0,793,0,0
0,0,0,0,0,0,1134,0,0,0,0,1398,0,0,0,0,5503,0,0,0,3430,0,0,0,4441,0,0,0,0,0,7548,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6473,0,0,0,0,0,7036,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,987,0,0,0,0,0,0,626,0,0,0,0,788
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,5540,2387,6581,1536,4558,0,4426,0,2044,3741,0,0,0,2279
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24502,24757,16502,38822,30492,17824,15578,36086,23067,18949,21902,40834,23984,24475,4874,13571
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12030,3540,5018,2071,7129,4784,4254,7126,3464,1017,2528,6584,4376,2182,9478,3518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11233,0,19547,0,0,0,11936,10944,5826,0,21539,4510
0,0,0,0,0,0,5810,0,0,0,0,0,2991,0,0,0,4997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31427,94838,4957,15345,3400,9510,22872,22269,3388,39862,8692,0,0,0,0,7331,95265,104727,134171,110877,267147,104643,54375,229925,159478,104148,142943,199944,88296,40837,54027,35345
0,32928,0,0,0,0,0,0,0,3535,0,0,0,0,0,0,0,5285,0,0,0,5831,0,13023,9565,5230,8396,0,45110,70068,2947,4877
2948,14133,0,2721,0,0,0,5365,4281,0,2833,0,0,0,0,0,23878,0,0,54232,15470,20235,34431,4899,0,0,44526,19734,48056,0,9921,17351
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,0,0,0,1708,0,1830,0,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9300,20370,5714,0,9636,0,0,3437,0,6907,0,0,9919,0,0,8720,7311,9621,15704,0,0,9417,18802,10082,3293,11107,0,8535,0,12575
6828,0,0,0,4954,12756,0,11031,4865,0,0,0,0,5389,0,0,8213,9423,0,0,0,19490,0,0,0,11980,18749,7752,0,0,0,10957
0,0,0,0,0,0,0,0,0,0,4350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4481,3815,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2425,1177,2579,2073,718,0,1215,0,0,4174,0,3217,0,0,0,4246,0,3549,0,0,0,2306,0,2258,0,0,5131,0,0,3963
7432,4230,3373,3454,2872,2222,3193,0,2747,4025,0,0,3884,0,4371,4018,4906,0,0,0,6026,4578,2451,0,7368,5055,1529,5550,0,5117,2183,7704
0,0,0,0,0,0,0,0,0,0,0,0,0,3676,0,0,0,0,2397,1505,0,0,0,0,0,0,0,0,0,3408,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11443,3284,117182,294968,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2028,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,15305,0,3656,0,0,4054,6463,0,0,0,0,0,0,2861,0,156012,29126,25816,42304,64691,62375,45478,83177,50208,41769,31751,60591,55416,35361,30706,37273
1735,0,0,2514,0,0,0,0,0,2521,0,0,0,0,2793,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3213,6708,4059,0,0,13986,1223,0,0,0,0,0,0,0,0,6615,0,5060,0,0,0,0,0,6341,22538,24991,0,0,0,12677
0,0,0,0,0,0,0,0,0,0,4103,0,0,0,0,0,0,0,0,0,0,6491,0,2174,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222,0,2355,0,0,0,0,2376,0,3940,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4412,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7049,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,0,0,27974,0,209773,79277,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
