582.T1_RD8_01_33104,601.T1_RF2_01_33124,585.T1_RD11_01_33107,578.T1_RD5_01_33101,572.T1_RC11_01_33094,602.T1_RF3_01_33128,596.T1_RE9_01_33118,594.T1_RE7_01_33116,575.T1_RD2_01_33098,571.T1_RC10_01_33093,593.T1_RE6_01_33115,589.T1_RE2_01_33111,592.T1_RE5_01_33114,588.T1_RE1_01_33110,590.T1_RE3_01_33112,581.T1_RD7_01_33103,595.T1_RE8_01_33117,599.T1_RE12_01_33121,573.T1_RC12_01_33095,583.T1_RD9_01_33105,570.T1_RC9_01_33092,603.T1_RF4_01_33129,591.T1_RE4_01_33113,576.T1_RD3_01_33099,574.T1_RD1_01_33097,584.T1_RD10_01_33106,597.T1_RE10_01_33119,586.T1_RD12_01_33108,598.T1_RE11_01_33120,580.T1_RD6_01_33102,600.T1_RF1_01_33123,577.T1_RD4_01_33100
35784,16217,23306,27350,20994,5600,27315,19753,11416,38603,19945,30756,18475,0,14543,18870,4763,24821,16606,20228,23254,32765,15607,12199,19288,22925,14216,18574,25318,48732,35389,28272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693,0
9451,6754,11447,13872,8014,10215,3009,7972,18152,16651,17959,29609,7332,46517,22210,27912,5131,33679,3278,3258,4592,3298,4797,14267,11882,7119,7696,10661,5677,12252,11202,35915
0,0,0,0,0,0,0,0,0,0,0,0,0,7297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7346,0,0,0,10884,0,0,0,0,0,0,0,7736,0,0,5957,0,0,0,0,0,0,10434,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5955,0,0,0,0,0,0,3281,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18402,4066,19059,0,8584,9481,31077,0,6018,6709,0,13285,0,32849,0,51723,9719,23560,9763,5873,0,15535,33782,0,10869,9508,0,13596,18337,24454
0,0,11717,16633,12132,0,0,16177,0,88281,27112,0,13373,5360,6118,0,0,0,18171,0,24918,28356,0,0,0,7896,27140,15843,7996,0,0,8299
23097,0,0,47417,0,0,0,0,12467,20679,19560,0,0,0,0,25330,0,9807,0,31802,43281,43446,0,0,65660,0,0,0,0,37442,9020,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15650,0,0,0,0,0,0,0,2851,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2739,0,0,0,0,0,0,0,734,0,1037,0,0,0,0,0,0,0,0,0,1825,0,1253,0
0,0,0,0,9073,0,0,0,0,0,0,0,0,0,0,13245,0,0,0,0,41316,59673,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5595,0,0,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151
0,0,0,0,0,3204,0,0,9641,8570,0,14839,3828,4441,2390,0,0,0,0,2324,2405,0,0,0,3546,1137,2298,0,0,0,0,0
28149,17078,13221,4214,10423,22185,7112,2761,25557,25605,0,46133,27842,28566,11885,0,0,0,4162,7017,12321,24545,0,12797,19184,19097,14341,27531,7665,9153,15738,0
0,0,0,0,0,0,0,0,6032,4960,0,5270,1789,0,2244,0,0,0,0,0,0,0,0,0,4687,0,0,4148,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4332,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2778
23321,16349,19293,12742,24368,16923,13354,14901,6871,32212,26319,47847,13591,269802,24111,12119,3836,33504,13453,28062,19498,40474,17605,13489,16726,34678,22719,17695,27819,61911,33283,12449
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,1913,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32755,137411,53875,42766,42680,108036,18198,29933,15634,22459,0,173745,28057,32563,120131,25464,12536,14166,28045,33170,23371,11405,59704,4561,21668,69734,58859,53657,15981,25496,42758,6553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6950,0,0,0,0,0,0,0,0,0
16131,0,0,15657,0,0,0,0,5861,14993,14064,0,0,0,0,8792,0,11641,0,17452,9757,115650,0,0,35225,0,5633,0,0,13425,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,13400,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,0,0,0,0,0,0,0,0,0,0,0,4648,0,0
0,0,0,0,0,0,0,0,0,0,0,5344,0,311165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,4292,0,0,0,0,0,0,0,0,0,0,0,0,4792,0,0,0,0,0,0,3422,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,16481,0,0,11499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5893,0,0
0,0,0,0,0,0,0,0,0,0,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,2284,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423,0,0,0
0,0,0,0,0,0,0,0,15208,0,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,7775,0,0,0,0,0,0,0
6380,8849,0,0,0,1872,0,0,0,0,1807,20632,2519,0,4072,0,0,0,2706,4142,0,3131,17807,0,0,0,1372,0,2976,4204,0,0
0,0,0,0,4450,0,0,0,0,5239,0,2229,0,0,0,0,0,4101,0,0,3481,0,0,0,0,0,0,0,9376,0,3731,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
0,72437,0,38319,0,49547,0,0,0,0,0,80044,0,5437,20182,0,0,0,0,34181,0,0,0,0,0,0,0,0,0,0,29990,0
56860,28952,124152,134389,45348,0,41135,98740,68057,96482,0,126672,46483,78875,96232,92121,81927,51209,72148,85577,46118,49858,148622,0,69925,68796,111745,108134,26886,95792,27550,72176
14375,32718,0,51596,111056,31966,44537,0,55093,13938,57263,32409,19379,0,35283,47374,0,130039,47547,20404,74001,24038,12202,0,47322,20314,37230,60235,65247,79840,67224,80258
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21167,22580,29235,19415,0,0,0,0,0,18442,0,22003,0,0,19787,30387,0,0,0,17864,0,13814,0,0,0,16685,19756,15319,0,26670,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4920,0,2706,0,0,0,0,2992,0,0,4287,0,0,4485,0,0,0,0,1728,0,0,0,0,0,0,0,4930,1830,3166,5201,0
0,0,0,0,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,0,4356,0,2523,2233
0,0,0,12557,0,0,12779,11887,0,0,0,0,12420,24966,0,13366,9501,0,0,0,0,9651,0,0,0,11076,9769,0,0,0,12505,12589
0,0,0,0,0,0,0,0,0,0,0,1294,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14768,7653,9063,13465,15191,0,7053,9507,26859,26048,10123,14478,0,15072,27495,15028,4663,24268,21373,13213,17920,21642,19825,0,27443,7055,34941,21725,4698,6866,5952,21785
3393,2999,1400,0,0,1289,2067,2499,0,3586,0,0,0,0,2236,0,0,0,2558,3379,0,2719,0,0,0,1202,3880,2510,0,7434,5583,0
0,0,0,0,0,0,0,0,0,0,1385,2755,1666,0,0,0,0,1603,1036,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3144,0,14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3649,0,0,0
0,0,0,0,0,0,0,0,0,0,1834,0,0,2495,0,0,0,2273,1718,0,0,0,0,0,0,0,0,0,0,0,0,3970
3234,3455,3377,5689,4355,4570,9532,0,5138,4966,4397,17401,0,68545,4317,3712,0,8597,6082,8073,2177,15347,0,0,3780,10415,6847,6317,4238,16159,5206,0
