571.T2_RF6_01_33131,596.T2_RH5_01_33156,578.T2_RG1_01_33139,588.T2_RG9_01_33147,599.T2_RH8_01_33159,602.T2_RH11_01_33162,597.T2_RH6_01_33157,589.T2_RG10_01_33148,573.T2_RF8_01_33133,575.T2_RF10_01_33135,576.T2_RF11_01_33136,581.T2_RG3_01_33141,600.T2_RH9_01_33160,584.T2_RG6_01_33144,601.T2_RH10_01_33161,583.T2_RG5_01_33143,595.T2_RH4_01_33155,590.T2_RG11_01_33149,570.T2_RF5_01_33130,574.T2_RF9_01_33134,586.T2_RG8_01_33146,577.T2_RF12_01_33137,603.T2_RH12_01_33163,582.T2_RG4_01_33142,593.T2_RH2_01_33153,580.T2_RG2_01_33140,594.T2_RH3_01_33154,585.T2_RG7_01_33145,598.T2_RH7_01_33158,591.T2_RG12_01_33150,572.T2_RF7_01_33132,592.T2_RH1_01_33152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,0,0,0,0,0,0,0,0,0,0,2041,0,0,0,0,0,0,0,0,0,9764,0,0,0,0,0,1078,0,0,7110,0
0,0,0,0,0,26344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16268,0,0,0,0,0,0,0,0
34704,0,0,0,0,0,0,0,65373,0,0,0,0,0,0,0,0,0,0,0,0,60903,0,0,0,0,9629,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11748,14370,0,0,0,46275,11567,45223,0,0,0,0,0,0,0,0,13255,0,29874,31185,27510,0,15800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10290,0,0,0,0,0,0,0,0,0,12207,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,0,2581,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421,0,0,0,0,0,0,0,0,0
0,0,0,0,0,26003,0,0,0,0,0,0,0,16693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,35677,0,296816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36464,0,0,76983,0,0,0,34538,0,0,0,0
0,0,0,0,0,0,0,6697,0,0,0,0,0,0,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18793
0,0,10243,0,0,0,0,0,5663,0,0,0,0,0,0,0,0,0,8373,0,0,48497,0,0,0,0,0,0,0,0,18517,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6825,0,19202,0,0,0,16677,0,0,0
0,0,0,0,0,0,0,0,0,6768,0,0,0,0,0,0,0,0,0,0,7181,4789,0,7137,0,0,0,0,0,0,6922,0
6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15894,0,0,0,0,0,0,0,0,0,2334
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11855,0,0,0,0,0,0,0,0,25093,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,5150,0,0,2813,0,705,11745,0,0,0,0,3354,2974,0,0,2226,0,0,0,0,0,10020,0,5903,0,4801,0,3224,1296,0,5621
9643,0,32349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58670,0,0,0,19802,0,0,0,0,0,22765,0
70718,0,11928,0,0,0,0,11579,21361,38882,0,22674,0,60373,0,0,0,0,19534,0,15161,13583,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109718,13707,9052,51858,24493,107021,32063,0,47628,82164,31486,72945,26069,197178,23342,0,28430,75326,0,21119,112396,27808,18577,38581,81005,14615,46597,13944,0,24463,38939,7826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42082,36111,82032,158039,0,432308,0,9483,58675,53026,0,36240,24801,81486,13677,57498,5675,29266,23737,75917,52598,0,17593,153528,0,0,0,138201,0,14367,25115,63985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3370,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9987,0,7197,0,4661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6818,0,0,15551,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,0,0,0,0,0,0,0,0,0,0,0,6237,0
11623,0,0,0,0,0,0,0,0,6101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5588,0,0,48912,0,0,55187,7283,6080,0,0,0,0,10474,0,0,7348,15882,0,18174,0,33268,0,8713,0,20835,0,0,20002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7088,0,0,0,10748,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,6804,0,0,0,0,0,0,0,0,0,0,0,0,546,0,9737,0,0,0,0,0,0,0,0,0
0,13261,0,0,6484,17230,8119,3827,0,0,0,0,3946,0,5973,0,0,7854,0,0,0,10619,7569,0,9581,0,16655,0,8418,4570,0,19207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15516,0,0,0,20060,6682,31221,8168,6088,0,0,7660,0,13089,5013,0,0,9393,0,0,0,0,0,0,0,0,0,0,0,10318,23933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8580,0,0,10521,38424,14554,22925,0,0,0,0,33645,0,26722,0,3329,6804,0,0,0,0,22126,0,20162,0,3448,0,20703,12490,0,6839
92855,0,43196,7357,0,0,0,0,27979,39504,0,9263,0,87848,0,0,0,21559,24218,0,96661,0,0,0,25758,0,0,0,0,0,29507,0
17274,0,15308,0,0,0,0,0,11345,0,0,30864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24907,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,11545,0,0,0,0,0,0,0,17920,0,0,0,0,0,0,0,0,0,0
0,0,74901,0,0,659359,0,0,256366,58180,0,19721,0,18640,0,194580,0,0,77078,285986,60321,0,0,213155,0,17437,0,408415,0,0,77036,40306
0,0,0,0,0,0,0,0,0,0,0,9215,0,0,0,0,0,0,41660,0,0,12629,14084,0,0,30737,0,0,0,0,35549,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,0,0,0,0,17051,0,9278,3535,0,0,0,0,0,7317,0,0,8948,0,0,0,7714,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14860,0,5372,0,0,0,0,7657,0,7131,0,0,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71221,0,69567,106178,0,112708,3992,7878,62525,31651,8483,10543,0,69332,9071,6328,8752,13569,0,48915,80384,3654,7797,36970,14304,0,16314,77851,5442,0,31579,3341
0,0,0,0,0,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22835,13556,20691,0,0,0,9039,7802,0,0,10895,15502,5941,46674,2278,0,1905,11397,0,2257,12274,0,7622,7556,11411,0,0,18011,0,16022,15946,0
0,10406,20427,0,3811,52918,0,6982,0,0,0,0,5477,0,16737,10245,12021,9378,8070,8302,0,0,33594,0,0,0,9490,8380,9304,29131,0,28039
0,0,0,0,0,21573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16377,0,0,0,0,0,0,0,0,0,3557,0,0,0,0,0,0,0,0,0,0,0,7404,0
0,0,0,0,0,0,4751,5144,0,0,0,0,5483,0,9234,0,7093,5459,0,0,0,0,0,0,6323,0,0,0,5730,7531,0,0
0,4484,0,0,0,0,0,0,0,0,6201,9180,0,10917,0,8789,0,6244,11888,10838,11976,16945,7441,8040,0,0,0,16171,0,9124,6643,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14910,0,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799,0,0,0,0,0,0,0,0,7604
0,0,0,0,0,7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10290,0,0,0,19659,3008,0,0,0,0,0,5140,0,0,0,0,5472,0,0,0,6316,4150,0,0,0,3915,0,0,0,0,10738
0,0,0,9681,0,30474,13960,7472,0,0,0,0,0,0,0,0,13719,0,0,0,0,0,14010,0,0,0,0,0,13652,9972,0,20326
0,0,0,0,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,0,0,0
0,3220,0,0,0,20413,0,0,0,0,0,0,0,4406,0,0,0,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3742,0,0,13153,19760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,51773,0,20735,0,0,0,0,5035,0,0,0,0,11071,0,0,0,2924,0,0,15777,0,11789,0,0,0,0,0
21742,70644,0,102351,18472,0,15024,0,0,0,16832,7651,31729,0,25252,0,37795,4851,5757,0,0,20274,17987,0,0,0,8231,0,14417,28905,0,69657
0,0,0,0,0,25115,0,23534,0,0,0,0,5994,0,15854,0,0,22982,7980,0,0,0,19589,0,0,0,0,0,7205,15077,0,23139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10107,10467,0,0,0,0,0,0,0,0,22842,0,0,0,0,0,0,0,0,22298,0,0,0,0
4342,0,9178,0,0,0,0,6613,14804,0,0,0,0,0,2873,0,0,5971,3716,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9867,0,0,0,0,6909,0,0,0,0,0,0,0,0,0,0,0,11348,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002,0,9202,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3951,7749,0,0,0,0,0,0,0,0,0,0,0,12357,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18448,8158,0,0,0,9486,0,20865,0,0,0,0,0,0,0,11881,0,19891,0,26642,0,0,20704,0
12782,0,27141,0,0,0,9153,0,25952,32933,14767,22531,8658,17106,0,23999,0,3782,16808,24889,28918,25915,0,28398,0,9211,3112,24672,0,0,26810,0
0,2852,0,0,0,0,0,0,0,4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14424,18986,4585,7414,52859,30477,15520,36300,23697,7585,16329,8456,47537,3088,51886,5304,28380,26485,3283,0,4918,16386,10519,0,42515,3320,28216,0,62175,42844,4487,73408
0,7467,0,0,0,9512,10733,0,0,0,0,0,14755,0,8867,0,0,2300,0,0,0,0,2711,0,0,0,0,0,0,4306,0,9326
0,0,0,5060,0,0,23059,0,0,0,0,0,0,0,6372,0,0,0,0,0,6439,0,0,0,0,0,2241,0,15250,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10606,0,0,0,0,0,0,0,5343,68803,0,5167,0,23604,0,23276,0,7183,25438,43898,13574,15624,8307,60996,0,0,0,46910,0,0,37739,0
5362,0,12225,0,0,0,0,0,32985,0,8228,0,0,0,0,0,0,0,0,0,0,8180,0,0,0,20479,0,0,0,0,0,0
0,0,36737,0,0,58329,0,0,51565,30694,0,0,0,0,0,0,0,0,0,59827,0,0,0,34431,0,0,0,24738,0,0,15748,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16526,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,1723,1875,0,0,0,0,1888,0,1032,0,0,0,2151,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4187,0,0,0,0,5555,0,0,0,0,0,0,0,1829,0,0,0,0,0,0,0,0,0,0,2383,0,0,0,0,0
0,4960,712,0,0,0,3092,4660,0,0,0,0,0,0,6743,0,2023,0,0,0,0,0,5569,0,0,0,2551,0,3169,2811,0,0
0,12508,0,3542,0,14530,0,0,4509,6323,2434,0,0,0,2467,0,0,5601,5675,0,0,2457,0,0,3003,0,3530,0,0,0,0,2937
8162,55952,0,0,0,30310,53337,13775,20484,13640,11633,0,18993,0,14499,14212,21692,7708,11317,14228,17160,4305,5759,26140,9771,0,9258,11985,9875,0,6128,23695
0,0,0,0,0,0,0,0,3027,0,0,0,0,0,5668,0,0,2418,2116,0,1919,5802,0,0,2576,0,0,0,0,0,0,2994
0,0,0,0,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16535,15468,7102,14497,0,25191,12091,29241,41436,32738,7927,45960,26371,13641,31789,31590,5451,16780,11875,19203,15009,28828,21681,8178,28953,20866,4931,4692,8126,7987,24074,30013
0,0,0,0,0,0,2161,0,0,0,0,0,0,0,4444,0,0,3469,0,0,0,2411,0,0,0,0,0,0,0,0,0,0
0,5320,0,0,25168,0,0,10129,0,0,0,0,4355,0,14555,0,7002,0,0,0,0,0,0,0,0,0,0,0,11624,9148,0,0
0,0,0,0,0,0,0,15210,0,0,0,0,5285,0,5989,0,0,0,0,0,0,0,0,0,0,0,0,0,5069,0,0,0
58858,19073,38288,18742,0,0,15063,16650,28512,35081,19310,25525,11071,56033,12723,22648,0,21520,20321,16502,60386,19095,9560,20824,18603,15989,19543,35819,4668,11580,21388,11303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4404,0,0,90707,0,0,36521,9356,0,0,0,0,0,26338,0,0,6784,18064,0,0,0,62465,0,0,0,25831,0,0,7057,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10938,0,0,0,0,0,0,0,13769,0,0,0,5092,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13994,0,9808,41259,12673,19185,19887,0,0,0,0,3328,0,28261,6031,0,4421,0,0,0,0,13461,0,0,0,0,0,17524,12533,0,36866
0,5557,0,0,0,6429,3291,5290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7310,0,0,0,0,0,0,0,0
0,20945,0,0,0,26695,10521,11255,0,0,0,0,13367,0,20109,0,0,14569,0,0,0,0,16882,0,0,0,0,0,9032,31841,0,29552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4805,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33317,0,11402,18985,33576,16569,15368,0,0,0,0,18588,0,14009,0,16360,21913,0,0,0,2797,13391,0,9198,0,10178,0,21602,18876,0,27072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7257
4112,0,0,0,0,872,0,0,0,2285,0,6766,0,2750,0,2808,0,0,1788,1738,0,0,1924,2113,0,2941,0,0,0,3216,2734,0
0,20246,0,17164,20554,44828,14711,9367,8593,0,0,0,25576,0,23298,0,13378,29838,0,0,0,0,31472,0,6497,0,6703,0,20788,31079,0,42689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113514,0,114725,0,0,0,0,0,117001,26846,15734,33155,0,72902,0,73611,0,0,80584,57824,73348,64622,0,87338,20538,47093,0,82229,0,0,43874,0
12880,0,63665,0,69688,0,25254,16294,73696,31972,32433,46159,20316,11000,37889,21569,21383,28878,38572,32933,70721,64808,55118,36184,0,35120,0,42427,54465,26256,64199,16808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,25190,0,0,0,0,22057,0,28187,0,0,0,0,16954,0,0,29124,30358,0,0,25153,0,0,0,0
0,0,0,0,1648,0,0,2320,0,0,0,0,1414,0,4124,0,0,0,0,0,0,0,0,0,1918,0,0,0,1633,2062,0,3327
0,32693,0,0,16834,39942,15111,20943,0,0,3741,1700,27171,0,3602,0,9396,7077,0,0,7286,0,8249,0,16456,0,21448,0,13610,0,0,18232
0,0,0,0,0,0,0,0,0,0,0,8697,0,0,0,0,0,0,0,0,0,3010,0,0,0,0,0,0,0,0,0,0
12223,0,12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12973,0,0,0,3896,0,0,0,0,0,0
0,2003,0,0,6259,0,3823,7030,0,0,0,0,0,0,4596,0,4446,2265,0,0,0,0,5847,0,2848,0,0,0,0,2678,0,0
0,3386,0,7275,3214,4045,9429,11892,0,0,0,0,4301,0,11223,0,7167,0,0,0,0,0,6929,0,0,0,3568,0,6803,8216,0,5758
0,53927,0,0,0,48267,0,0,0,0,0,0,28487,0,0,0,0,60200,0,0,0,0,0,0,10847,0,41136,0,4726,22452,0,77201
0,15137,0,30681,6367,33243,0,5675,0,0,0,0,32925,0,6599,0,16143,0,0,5018,0,0,0,0,6984,0,0,0,0,7412,0,20386
0,0,22637,8982,0,14322,0,0,33578,32954,7854,10849,0,9373,6557,31638,0,0,15492,18138,25690,20603,0,53771,6900,23285,0,17899,5495,0,40450,20029
0,0,2466,0,0,0,0,0,0,2342,0,1947,0,3273,0,1904,0,0,3745,3427,5354,0,0,4169,0,1625,0,4736,0,0,2724,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7172,0,0,2359,0,2066,0,5218,0,4031,6578,0,0,0,0,0,0,0,0,0,0,5207,10112,0,0
0,6852,0,0,13659,0,7901,0,0,0,0,0,0,0,4057,0,0,7321,0,0,0,4001,3457,0,2663,0,0,0,10805,7533,0,0
0,18280,0,0,0,10184,18083,22651,12719,4122,6930,9232,16149,0,19349,3224,4162,4396,9530,5801,18661,9913,16621,3815,17860,2803,4531,2381,11138,10337,7695,0
11878,22231,0,13199,29061,13311,27207,48645,0,5509,4076,13718,31803,2542,41297,8020,23776,12032,7216,2163,12077,11488,26081,0,38661,0,23824,0,43471,19309,0,47539
3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15482,5483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0,0
0,0,0,0,0,12839,0,0,0,0,0,0,0,0,0,0,0,0,5974,0,0,2596,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4567,14905,0,12014,11260,29935,18533,27231,0,0,0,0,17633,0,21505,0,10731,8801,0,0,0,0,7581,0,8709,0,6954,0,7564,5855,0,26650
0,11787,0,0,15800,6966,23439,19115,0,0,0,0,15039,0,27767,0,7708,8356,0,0,0,0,11288,0,0,0,13654,0,11031,16489,0,26682
0,7040,0,0,0,0,0,0,0,0,0,0,10732,0,0,0,0,0,0,0,0,0,0,0,9067,0,0,0,0,0,0,0
0,5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20824,0,0,3659,0,9283,0,0,0,0,0,0,0,9980,0,4207,0,0,0,0,0,0,0,0,0,0,0,0,10289,0,0
0,0,0,0,0,0,0,0,5323,0,0,0,0,0,0,0,0,0,0,2243,0,0,0,14822,0,0,0,0,0,0,0,0
0,0,0,0,0,6810,0,0,0,0,0,0,21265,0,0,0,0,0,0,0,0,0,6332,0,0,0,0,0,0,9480,0,0
3645,0,2268,0,0,0,0,0,0,3206,0,1571,0,11150,0,0,0,0,0,0,9722,0,0,0,0,0,0,0,0,0,1849,0
0,0,0,0,0,0,0,0,0,0,0,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,72252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
