,570_T2,571_T2,572_T2,573_T2,574_T2,575_T2,576_T2,577_T2,578_T2,580_T2,581_T2,582_T2,583_T2,584_T2,585_T2,586_T2,588_T2,589_T2,590_T2,591_T2,592_T2,593_T2,594_T2,595_T2,596_T2,597_T2,598_T2,599_T2,600_T2,601_T2,602_T2,603_T2,570_T5,571_T5,572_T5,573_T5,574_T5,575_T5,576_T5,577_T5,578_T5,580_T5,581_T5,582_T5,583_T5,584_T5,585_T5,586_T5,588_T5,589_T5,590_T5,591_T5,592_T5,593_T5,594_T5,595_T5,596_T5,597_T5,598_T5,599_T5,600_T5,601_T5,602_T5,603_T5
s_Sphingomonas_wittichii,0.659959777,0.302820063,0.360755783,0.559306095,0.651072959,0.438074504,0.556650136,0.381831751,0.317545176,0.415120059,0.37346565,0.206851977,0.567623761,0.248683283,0.264018231,0.562298462,0.30096226,0.224431068,0.152963086,0.336833268,0.658469561,0.542871288,0.731642854,0.595096665,0.638578507,0.397908334,0.738078311,0.417908713,0.621410894,0.45830864,0.566972751,0.555118435,0.49591959,0.366324848,0.420937712,0.570681635,0.631209585,0.578146611,0.457389707,0.340512261,0.546064656,0.434197415,0.301055082,0.371155218,0.560157704,0.572851485,0.458890821,0.721797962,0.383513425,0.374982598,0.548785074,0.520123411,0.464919487,0.358225563,0.634378422,0.142491809,0.56800275,0.533773121,0.678404708,0.456880076,0.561183444,0.343043107,0.610274711,0.444223314
s_Burkholderia_oklahomensis,0.671009613,0.312378081,0.448436818,0.529042438,0.846150066,0.414544006,0.592330731,0.334719283,0.367342957,0.138593481,0.054006051,0.058748378,0.577003715,0.33381691,0.074125825,0.636953106,0.564853631,0.473475348,0.315906168,0.326951765,0.735266345,0.53825767,0.67169601,0.855539699,0.855616501,0.331068316,0.818658798,0.262776004,0.721613841,0.372821722,0.72223888,0.59293592,0.318182912,0.393269483,0.370492954,0.481553855,0.511817539,0.531829901,0.365085756,0.252837094,0.451588853,0.463594006,0.419803834,0.116148164,0.487257884,0.497081923,0.288632137,0.658057893,0.518661158,0.389908248,0.304093187,0.401292706,0.748987935,0.538786556,0.593722416,0.228792418,0.52273744,0.60138573,0.539184136,0.601038562,0.589843677,0.575665402,0.516138686,0.335910862
s_Tenacibaculum_jejuense,0.453345528,0.407580158,0.579387564,0.562912952,0.598817266,0.515859083,0.712630643,0.476689544,0.351820257,0.463223174,0.726649251,0.457462923,0.500499002,0.535179819,0.35589422,0.555577361,0.347542479,0.336040242,0.570077251,0.503130694,0.689756216,0.606402398,0.568079174,0.513132727,0.459295807,0.403281802,0.622369173,0.730886509,0.411355719,0.43635167,0.660149976,0.563417238,0.609141234,0.418510601,0.312885404,0.471332301,0.467365776,0.468125856,0.383777889,-0.117399322,0.465256492,0.430611039,0.390418762,0.379130448,0.570034328,0.390735457,0.769369322,0.304745239,0.435100794,0.426275892,0.356334876,0.426905282,0.506229708,0.665826661,0.457222781,0.40175937,0.567060687,0.440922967,0.31837189,0.408089912,0.379038083,0.501267112,0.447796432,0.288533581
s_Luteibacter_rhizovicinus,0.698111543,0.140230515,0.386153973,0.619771291,0.875781864,0.388323312,0.640629857,-0.031124029,0.249263668,0.165178314,-0.335898103,0.20209384,0.625596271,0.176214506,0.034024221,0.490910379,0.434659202,0.26022587,0.082670669,0.02962385,0.818620575,0.721542154,0.8346337,0.5499467,0.719958114,0.260675519,0.883449303,-0.093702456,0.693994134,0.105715047,0.647616239,0.716386582,0.380630944,0.249460508,0.431367008,0.589876082,0.600186689,0.63701151,0.513831018,0.243497466,0.51641403,0.654951479,0.358092715,0.281876633,0.582244492,0.729495018,-0.307244719,0.588924681,0.636786718,0.422698071,0.266257652,0.256921099,0.719312167,0.751301132,0.668645112,0.147352086,0.693498174,0.645517159,0.772236934,0.670454177,0.736875142,0.379283192,0.686108905,0.426770864
s_uncultured_bacterium_34R1,0.698111543,-0.112295301,0.367166061,0.573656117,0.938428607,0.152076217,0.53723205,-0.590739817,0.045922744,-0.41706817,-1.3737255,-0.355933385,0.686918161,0.063038675,-1.188115888,0.514273555,0.645913116,0.463195418,-0.119880134,-0.05108753,0.834241011,0.680278933,1.165625773,0.876038221,0.81271448,0.344798509,0.902910996,-0.808697577,0.752901309,-0.14159457,0.675161295,0.843581452,0.42771134,0.225564508,-0.026105725,0.741307152,0.72329915,0.737286653,0.440035692,-0.300490406,0.491162362,0.850738586,0.511069341,-0.179603116,0.652531024,0.735627319,-1.155413281,0.604590798,0.648588943,0.477331063,0.368012704,0.365274407,0.865563521,0.961719357,0.898885653,0.030477729,0.796780119,0.681853337,0.690960927,0.80669393,0.649662172,0.09427645,1.000653076,0.436116727
s_Yersinia_frederiksenii,0.458795133,0.656128,0.463056961,0.347837576,0.482237083,0.457103621,0.3768894,0.298882668,0.517762921,0.340272168,0.405130564,0.620720496,0.428542216,0.361715716,0.465870401,0.360457491,0.424175705,0.505898535,0.807810341,0.410730514,0.489801597,0.322313574,0.45116684,0.500553945,0.522288921,0.570665621,0.566883434,0.421436054,0.543144107,0.59381242,0.39359545,0.438116344,0.446779715,0.522574164,0.478902252,0.51898026,0.435617078,0.496323212,0.392994545,0.500899967,0.453422034,0.405139681,0.554179465,0.494851931,0.394080659,0.443568872,0.542660704,0.46824271,0.371678968,0.509609881,0.523268479,0.489286305,0.496598815,0.430730291,0.518336896,0.699494128,0.326326951,0.474932621,0.473815395,0.429650671,0.475692736,0.239004468,0.500836168,0.37126808
s_Jeongeupia_sp._USM3,0.662179534,0.397802786,0.354304147,0.464628055,0.734924431,0.359210743,0.453187154,-0.033005497,0.364970476,0.189569768,-0.07374346,0.098321887,0.580110916,0.241548889,0.324566356,0.645794896,0.434659202,0.386877109,0.245514643,0.274978785,0.557452069,0.512495121,0.773174656,0.547936649,0.630940718,0.503161086,0.677726817,-0.144065566,0.705595192,0.301522044,0.668125206,0.803767276,0.34060273,0.303465588,0.491756871,0.523866263,0.585990209,0.508299403,0.544849012,0.307113981,0.457990338,0.563842986,0.261138474,0.40869782,0.678583856,0.465547779,-0.273865497,0.832489863,0.624843535,0.630188082,0.420775507,0.490365636,0.625549842,0.703890248,0.664787827,0.115329646,0.414636446,0.561943998,0.626541234,0.544501768,0.648047967,0.302964883,0.732425067,0.422064973
s_Burkholderia_sp._AD24,0.848741901,0.32888789,0.36556734,0.54199359,0.694502516,0.387260047,0.727149954,0.236144327,0.188805699,0.117776076,0.163968507,0.441323529,0.605635528,0.284754674,0.293488653,0.528231907,0.590959531,0.336040242,0.208369123,0.377301218,0.718006683,0.764863429,0.758881892,0.489949392,0.664331003,0.370599155,0.714193938,0.258640919,0.621410894,0.309572691,0.635835405,0.487241012,0.418039046,0.396332273,0.595839336,0.477307564,0.47397269,0.524648541,0.605067872,0.391501373,0.368406666,0.462434585,0.456757352,0.322854258,0.567574302,0.53408288,0.380666847,0.609758768,0.493685874,0.357283021,0.384135894,0.385843795,0.567167505,0.522128758,0.548091158,0.199311825,0.53254144,0.561943998,0.555645413,0.511525499,0.45435342,0.698049993,0.466322939,0.245856767
s_Acidovorax_sp._RAC01,0.658848048,0.276054475,0.282185731,0.335484808,0.776082503,0.394679265,0.535051024,0.271483693,0.283342982,0.256552588,0.212365048,0.13808512,0.529198543,0.284754674,0.210600994,0.528231907,0.486589605,0.437612627,0.255410271,0.328935893,0.635290954,0.577922926,0.545764684,0.666390151,0.653681276,0.368381859,0.710606491,0.156956878,0.688142742,0.344466496,0.556172449,0.493907704,0.373881762,0.379887914,0.475089819,0.514070267,0.580931176,0.520133861,0.556602331,0.518363175,0.432134789,0.580475386,0.488796706,0.328440864,0.579814357,0.468974395,0.207749748,0.67751376,0.570724967,0.420305725,0.428090828,0.487124142,0.669919411,0.632292947,0.563177651,0.226555281,0.473257383,0.641986706,0.739666205,0.575341216,0.51613078,0.480732509,0.593549582,0.301920661
s_Pedobacter_ginsengisoli,0.425642925,0.370130848,0.464507288,0.396840302,0.639254042,0.407271247,0.569389162,0.656368094,0.402270838,0.501430068,0.74899655,0.304747994,0.490369483,0.485009699,0.402252462,0.198076312,0.405262611,0.550015425,0.440645158,0.19214278,0.537633088,0.717684869,0.755998661,0.440786023,0.514935947,0.413942884,0.48250909,0.665945954,0.243175191,0.373896413,0.428967078,0.486125563,0.347579502,0.426455032,0.601241104,0.35718136,0.340306898,0.425276068,0.543863305,0.43449442,0.350297519,0.412483655,0.504882844,0.437416009,0.496996784,0.536217352,0.783503833,0.258957556,0.405620201,0.36237209,0.293309175,0.486041305,0.464919487,0.602774265,0.526136379,0.692491298,0.504844318,0.540646,0.313183811,0.556730936,0.321382095,0.708016853,0.347841335,0.574867035
s_Immundisolibacter_cernigliae,0.703444889,0.414045698,0.395514416,0.552053117,0.543679627,0.38085661,0.535051024,0.285277016,0.354224104,0.163633913,0.016407637,0.280055381,0.638360312,0.384729284,0.404514907,0.582194902,0.427682429,0.32027119,0.321042286,0.624515341,0.589635055,0.450089555,0.610154738,0.542893774,0.553541465,0.44320307,0.717768562,0.053972064,0.61889833,0.380320418,0.687356568,0.541484243,0.370490012,0.34401909,0.562801231,0.560552993,0.533323744,0.579853096,0.538920141,0.449879338,0.459811832,0.345666116,0.351913499,0.505798092,0.55518257,0.492637471,0.041829611,0.721797962,0.453917066,0.356006696,0.458243866,0.446257053,0.528347514,0.364800209,0.531670427,0.329673643,0.425553585,0.543577121,0.645374183,0.555625353,0.588987146,0.431838605,0.503146527,0.436116727
s_Melissococcus_plutonius,0.41859568,0.703873694,0.691700599,0.309152433,-0.011223446,0.574886656,0.277478754,0.68891397,0.900894169,0.665766529,1.007244122,0.81929695,0.54002116,1.070611253,0.94209798,0.513269034,0.553600315,0.787788287,1.056322077,0.924838417,0.317404384,0.415403997,-0.178748156,0.505814346,0.073786301,0.804809193,0.19708181,0.824550985,0.444844389,0.79322841,0.255574152,0.274356805,0.538936975,0.596168592,0.317367707,0.208454206,0.28504422,0.355216529,0.105312472,0.09336017,0.393026324,0.137725833,0.359118883,0.634750588,0.375351674,0.07258994,0.988947807,0.117657095,0.218916213,0.084791114,0.33416453,0.234881639,0.213922116,-0.17663326,-0.111951025,0.621136438,-0.019783915,0.15647889,-0.11729906,-0.107018373,0.059129806,0.19581287,0.140961928,0.706498851
s_Thiomonas_arsenitoxydans,1.077938851,0.468395541,0.237733968,0.387229977,0.938428607,0.321302079,0.821640798,0.12838285,0.278175012,-0.403350534,-0.744091725,-0.317781619,0.632489454,0.506296944,-0.072974297,1.002557865,0.635540557,0.524427675,0.457770408,0.407070858,1.021407189,0.354779375,0.263609669,1.210437918,0.919170286,0.406492078,1.092127433,-0.557829477,1.024782637,0.195648181,0.866787949,0.401141351,0.433044686,0.405464756,-0.592681364,0.209567172,0.538628796,0.401105707,-0.414215536,-0.377266707,0.557683044,0.014914124,0.281295932,0.257256975,0.851554951,0.05721816,-0.733818791,0.769490311,0.861572755,-0.564122812,0.250713298,-0.089684047,1.029753915,0.420865846,-0.078890162,0.470752241,0.254246069,0.733995888,0.71647925,0.812699954,0.82659288,0.759558051,0.492318889,0.224533998
s_Tepidanaerobacter_acetatoxydans,0.084101683,0.866030822,0.490259784,0.253085276,0.033338382,0.639755811,0.198142011,0.845284116,0.656504976,0.82378517,1.136498958,0.724929722,0.242604018,0.667487153,0.83122173,0.323482498,0.252105869,0.512477506,0.921948343,0.67555049,-0.023652149,0.021634928,0.090380509,0.096669865,0.229301796,0.599264532,0.063979326,1.076301048,0.082593621,0.667735646,0.008820735,0.207332438,0.594765425,0.701445631,0.45424769,0.335842043,0.429734708,0.424280547,0.139876394,0.519380986,0.343165548,0.193902849,0.495978065,0.646979002,0.296717593,0.280017418,1.21665237,0.165402789,0.270278853,0.43339336,0.522605569,0.596696554,0.136846946,0.187446632,0.286486648,0.870940292,0.209442791,0.061599652,-0.025631872,0.13903666,0.183522038,0.457646489,0.12312422,0.429115531
s_Streptomyces_incarnatus,0.505253387,0.370130848,0.427602731,0.330954789,0.644524147,0.556194523,0.426775055,0.29074151,0.489854133,0.269148976,0.193286568,0.391281016,0.384254535,0.39091487,0.440034734,0.480579709,0.328397031,0.442312988,0.347332981,0.488874688,0.342046288,0.378116055,0.430057876,0.407772211,0.548796497,0.529956947,0.508137234,0.305851304,0.475797486,0.521427101,0.532195277,0.479406613,0.548460857,0.434336846,0.489500383,0.635220156,0.515434179,0.582407376,0.400990018,0.633653856,0.589354388,0.450765841,0.502219726,0.553625043,0.508385431,0.416299844,0.149948749,0.643213484,0.456107647,0.454446769,0.622846903,0.594754806,0.302596399,0.385553223,0.418430038,0.305132534,0.564229161,0.507823561,0.544357453,0.387363782,0.651273776,0.490025297,0.554132082,0.486013698
s_Salinispira_pacifica,0.405784117,0.503381618,0.465955514,0.429252967,0.540768416,0.494108817,0.353602449,0.298882668,0.527904996,0.264967785,0.173837009,0.558132651,0.605635528,0.485944716,0.680261628,0.330746452,0.651525852,0.575990912,0.375864184,0.454507044,0.474816742,0.313667987,0.47055982,0.494204717,0.623244143,0.411819741,0.5026215,0.321537901,0.360551143,0.406651586,0.437895708,0.497224456,0.538936975,0.404454145,0.559296145,0.618363765,0.527098735,0.492609188,0.573977285,0.418869102,0.455251861,0.600884258,0.582467541,0.540943038,0.451022036,0.319185152,0.128226926,0.483564165,0.403316053,0.460217126,0.535126325,0.41301617,0.590931,0.52100831,0.39085937,0.394212164,0.255533899,0.530813079,0.42966561,0.42209396,0.46604946,0.294252942,0.604035522,0.489326788
s_Herbaspirillum_rubrisubalbicans,0.554599262,0.410818154,0.54254129,0.470568667,0.598817266,0.518661514,0.467305036,0.105691439,0.362592354,0.17439497,0.107879041,0.251716423,0.448793057,0.33924286,0.374696184,0.482654398,0.474414579,0.457438349,0.337302807,0.389502214,0.491549849,0.329461567,0.660110836,0.536808563,0.709887535,0.410756477,0.587418036,-0.080043708,0.65229661,0.388822063,0.576691,0.575737722,0.565378554,0.370517726,0.428169563,0.652511653,0.69880813,0.744543579,0.289161913,0.419993329,0.581328663,0.604916521,0.484282025,0.270134815,0.495233115,0.372066589,-0.022831692,0.609758768,0.524808718,0.463663424,0.51928441,0.436058664,0.557096927,0.572357657,0.526136379,0.08740905,0.5726998,0.544552255,0.589751025,0.503400092,0.610183361,0.212229107,0.689306861,0.464771982
s_Achromobacter_insolitus,0.703444889,0.396710486,0.452845348,0.4526399,0.619240032,0.467957205,0.558784609,0.198016541,0.450297934,0.256552588,0.077708163,0.251716423,0.521552411,0.254589974,0.309769539,0.486790909,0.385984906,0.337343174,0.278126229,0.456253769,0.578488443,0.475028503,0.724715563,0.560930335,0.551171795,0.395750836,0.679582105,0.050576475,0.583043017,0.353277126,0.603410147,0.565481222,0.410450933,0.348306342,0.427368602,0.620578606,0.610908442,0.576437209,0.387244097,0.372831052,0.544393812,0.527552985,0.399325303,0.438248302,0.501392395,0.543652331,0.099090332,0.606661192,0.417061973,0.404614395,0.527236738,0.432635957,0.587991262,0.62524712,0.589564406,0.045352918,0.517799158,0.570527742,0.656506023,0.505728382,0.588129881,0.331066916,0.600552412,0.495920218
