,570_T2,571_T2,572_T2,573_T2,574_T2,575_T2,576_T2,577_T2,578_T2,580_T2,581_T2,582_T2,583_T2,584_T2,585_T2,586_T2,588_T2,589_T2,590_T2,591_T2,592_T2,593_T2,594_T2,595_T2,596_T2,597_T2,598_T2,599_T2,600_T2,601_T2,602_T2,603_T2,570_T5,571_T5,572_T5,573_T5,574_T5,575_T5,576_T5,577_T5,578_T5,580_T5,581_T5,582_T5,583_T5,584_T5,585_T5,586_T5,588_T5,589_T5,590_T5,591_T5,592_T5,593_T5,594_T5,595_T5,596_T5,597_T5,598_T5,599_T5,600_T5,601_T5,602_T5,603_T5
s_Haematospirillum_jordaniae,0.150984293,-0.275884321,-0.371740737,-0.398013668,-0.170026281,-0.073425429,-0.355376197,-0.577667736,-0.504341481,-0.470981935,-0.635457884,-0.243100855,-0.227979489,-0.411826969,-0.540431081,-0.099758132,-0.220962257,-0.138930068,-0.380335394,-0.236893411,0.157694273,-0.101979028,-0.110082135,-0.141194462,-0.229957793,-0.348348671,0.105967021,-0.583147285,-0.154081937,-0.218195964,-0.027673324,0.030306569,-0.370202355,-0.490825309,-0.104783245,-0.292766616,-0.235296224,-0.347582201,-0.001067931,-0.160628057,-0.352028717,-0.268542165,-0.345374474,-0.209362556,-0.162366326,-0.218487721,-0.686935205,-0.185318393,-0.18377881,-0.283678407,-0.102610312,-0.167801826,-0.106137754,-0.190238912,0.00302696,-0.371587172,-0.021480268,-0.078952492,-0.06470661,-0.030613837,-0.12057509,0.018170006,-0.221253197,-0.29736807
s_Streptococcus_merionis,-0.405862689,-0.069584183,-0.313282536,-0.476293226,-0.369708346,-0.472167823,-0.516644344,-0.191875393,-0.168274021,-0.145397578,0.095565781,0.241069935,-0.145619283,0.0178085,-0.096938577,-0.420766143,0.534908182,-0.072035834,0.140767813,-0.187521683,-0.276848046,-0.260892494,-0.479588313,-0.253481605,-0.502215395,-0.162246392,-0.554814875,-0.014415664,-0.316440597,-0.243762745,-0.589947509,-0.559242211,-0.308041957,-0.230748503,-0.218821596,-0.363204859,-0.378985562,-0.305381846,-0.466998235,-0.545228026,-0.411117633,-0.36989466,-0.241051842,-0.179603116,-0.406164657,-0.31857118,-0.003375825,-0.185318393,-0.105972882,0.320915376,-0.377569044,-0.161571276,-0.59238258,-0.443512205,-0.469226389,0.262842935,-0.42609684,-0.412519861,-0.042191588,0.481006699,-0.430571653,-0.359673525,-0.522787382,-0.147029559
s_Nonlabens_dokdonensis,-0.104564066,-0.250512982,-0.137290114,-0.241512811,-0.43328115,-0.242013727,0.010300661,0.223110109,-0.290876343,-0.090112262,0.355885751,-0.182914221,-0.160689536,0.019299925,-0.414925999,-0.052647972,-0.259647399,-0.126429906,-0.012769558,-0.101618339,-0.265611972,-0.263466498,-0.145010016,-0.186284067,-0.285897809,-0.418966239,-0.162170455,0.456041583,-0.167799573,-0.145198178,-0.440243257,-0.33546394,-0.332901994,-0.28164011,-0.46948093,-0.281797585,-0.280269589,-0.305381846,-0.216587558,-0.758100027,-0.360259216,-0.348785696,-0.341233682,-0.336329126,-0.02119807,-0.196065257,0.5086052,-0.31429397,-0.424186719,-0.616766545,-0.253462019,-0.355135924,-0.367323931,-0.491714307,-0.293432598,-0.167773855,-0.23869913,-0.234012676,-0.38648655,-0.185095917,-0.404778898,-0.117481779,-0.371707015,-0.530855492
s_Weeksella_virosa,-0.186597617,-0.356105489,-0.375090823,-0.25365871,-0.146564794,-0.176353081,0.167083614,-0.36234691,-0.366922471,-0.350287689,-0.571379028,-0.339404083,-0.095608863,-0.251144587,-0.464870676,-0.232494717,0.038995268,-0.376857416,-0.543827086,-0.311135638,-0.065449278,0.007976179,0.054151571,-0.129242128,-0.022480359,-0.387751219,-0.226565617,-0.283517639,-0.326102508,-0.355339977,-0.151892959,-0.101214773,-0.36546301,-0.341637418,-0.106148433,-0.276357861,-0.227677139,-0.181191466,-0.108698596,-0.094584645,-0.339808605,-0.196501733,-0.290870572,-0.325557029,-0.122294187,-0.286509248,-0.256343147,-0.375893092,-0.21753729,-0.17807579,-0.323587685,-0.38058259,-0.023227769,-0.024414948,0.070020331,-0.363473537,-0.181306332,-0.068102476,-0.127349396,-0.050694833,-0.147055013,0.050587755,-0.071192502,-0.319400785
s_Oblitimonas_alkaliphila,-0.090345817,-0.023618645,-0.175030442,-0.34307995,-0.170026281,-0.226171811,-0.62200486,-0.405134185,-0.176404147,-0.358069829,-0.409377473,-0.369919627,-0.340844245,-0.111043028,-0.125322697,-0.197111213,-0.220962257,-0.155843791,-0.189100511,-0.15805965,-0.20072435,-0.341149449,-0.312279548,-0.169651667,-0.272292157,-0.16792285,-0.374618717,-0.440046442,-0.329344002,-0.107992824,-0.233272565,0.007153264,-0.017573591,-0.019893892,-0.122677735,-0.230413385,-0.208879593,-0.268866633,0.094551415,-0.032634056,-0.127247163,-0.1398417,-0.324839872,-0.046843627,-0.289348272,-0.536091474,-0.312480333,-0.418212524,-0.088845918,-0.152267906,-0.350214161,-0.234565042,-0.224903591,-0.211000904,-0.244282657,-0.063743126,-0.454485843,-0.217170173,-0.418404153,-0.396132085,-0.318346392,-0.408944574,-0.083563794,-0.018196687
s_Leclercia_adecarboxylata,-0.428702181,-0.317420347,-0.246184203,-0.156683559,-0.260009428,-0.167050688,-0.360709543,-0.111323391,-0.268250943,-0.108203208,-0.242323389,-0.225880257,-0.396933712,-0.435029866,-0.115771526,-0.43883115,-0.166660101,-0.224227649,-0.505636287,-0.418168395,-0.409572661,-0.39847173,-0.06096512,-0.235703359,-0.196833746,-0.244807993,-0.420885472,-0.107550353,-0.313240594,-0.514327875,-0.343475706,-0.442517937,-0.285966005,-0.275634086,-0.206663391,-0.198125109,-0.239127646,-0.305381846,-0.191586255,0.071312033,-0.225179436,-0.092262923,-0.123061143,-0.188905509,-0.251393052,-0.119268474,-0.115395156,-0.450426144,-0.19840812,-0.002677197,-0.127705732,-0.23012059,-0.073284558,0.099154025,0.019740441,-0.335583283,-0.061312373,-0.238268002,0.024200502,-0.022693004,-0.196560997,-0.100643214,-0.06032283,-0.204923537
s_Vibrio_tritonius,0.068165091,-0.240128672,-0.338843033,-0.196274026,-0.008695,-0.12002575,0.060671021,-0.467125861,-0.261561955,-0.836441708,-0.479208568,-0.159818506,-0.149901945,-0.196049933,-0.267390559,-0.188964529,-0.073851606,-0.203887965,-0.197669544,-0.261629655,0.172222374,-0.349541106,-0.234177961,-0.013441254,-0.012009059,-0.259256128,-0.08760176,-0.780973029,-0.058028907,-0.301155543,-0.153898978,-0.262081394,-0.18827676,-0.257829461,-0.293400156,-0.313194439,-0.168728215,-0.328371364,-0.26632754,-0.054063447,-0.219778882,-0.453276268,-0.330956099,-0.275067629,-0.024161035,-0.331181688,-0.791447904,-0.281085299,-0.19630507,-0.380199974,-0.233489886,-0.126979831,-0.032310484,-0.145588639,-0.253921286,-0.131880932,-0.279609033,-0.095451492,-0.05151132,-0.052725291,-0.136378755,-0.202094662,-0.281778617,-0.334363657
s_Pseudomonas_psychrophila,-0.319389091,-0.593267962,-0.329181122,-0.160387267,-0.243906021,-0.39019424,-0.427032186,-0.127750865,-0.391923773,-0.006093406,0.010643933,-0.364301635,-0.380584574,-0.432685199,-0.399658527,-0.380660517,-0.20545807,-0.25907438,-0.640841881,-0.666200708,-0.173183883,-0.038263213,0.143264298,-0.177933287,-0.072112983,-0.230565636,-0.170809818,0.155426656,-0.382689982,-0.38931833,-0.523857398,-0.21824508,-0.285966005,-0.391921235,-0.421533108,-0.142826469,-0.15628361,-0.231716711,-0.386330332,-0.203711643,-0.181041645,-0.008962125,-0.026543598,-0.432903643,-0.26451414,0.015032643,0.151600277,-0.327366051,-0.06093713,-0.202332767,-0.219464411,-0.141078756,-0.116009503,0.141001135,0.059456852,-0.417428532,0.021715816,-0.2130035,-0.012939045,0.140713106,-0.363956904,-0.125057573,-0.268378081,-0.418182329
s_Kluyvera_georgiana,-0.083311791,-0.085387848,-0.300743187,-0.169706998,-0.039466659,-0.161510508,-0.239960026,-0.396970875,-0.146251109,-0.485666486,-0.554284594,-0.104310363,-0.444762799,-0.18502041,-0.085806737,-0.155062977,-0.27838331,-0.25435739,-0.225594569,-0.343612227,-0.033938794,-0.51404482,-0.427963947,-0.216073503,-0.063302353,-0.301725355,-0.06783827,-0.329698384,-0.062991696,-0.350895525,-0.071079776,-0.174087796,-0.160931306,-0.223143903,-0.132447527,-0.2673569,-0.284277611,-0.326259431,-0.309369291,-0.19744203,-0.186236462,-0.367231542,-0.165476322,-0.103843071,-0.249532586,-0.308596035,-0.411735292,-0.220165125,-0.145116823,-0.189028802,-0.122636012,-0.163643816,-0.136050254,-0.308878479,-0.306107039,-0.044468994,-0.451871462,-0.208854117,-0.099459142,-0.067055117,-0.118834446,-0.335919439,-0.295361169,-0.189589173
s_Pseudomonas_mandelii,-0.319389091,-0.284486525,-0.365074045,-0.30377358,-0.240716225,-0.430341308,-0.491951732,-0.487684588,-0.295463507,-0.468070725,-0.602905281,-0.301866164,-0.356551374,-0.286933695,-0.184628611,-0.393021614,-0.147811375,-0.240338469,-0.32605071,-0.369179008,-0.288211804,-0.305577983,0.042432686,-0.15126504,-0.072112983,-0.267606907,-0.235782272,-0.476825693,-0.210119005,-0.241772694,-0.250816875,-0.271560138,-0.106559902,-0.143101196,-0.259388781,-0.085931803,-0.159823436,-0.216478321,-0.006183032,0.159649494,-0.057708887,-0.044916802,-0.11809013,-0.116802215,-0.260747657,-0.225313687,-0.50270707,-0.227282593,-0.215393667,-0.19344382,-0.09520287,-0.241268978,0.005294663,0.039276987,0.068267482,-0.377715894,-0.121385028,-0.142764005,-0.200680669,-0.196764661,-0.244693483,-0.41147302,-0.188463374,-0.220496711
s_Pseudomonas_litoralis,-0.057935573,-0.308531399,-0.358451504,-0.305917203,-0.178968218,-0.278603174,-0.015869056,-0.383511721,-0.284034811,-0.304825315,-0.58526814,-0.143963135,-0.200517809,-0.210947788,-0.000950202,-0.158992255,-0.183718084,-0.24498964,-0.269001022,-0.35729768,-0.35313135,-0.363685614,-0.15933007,-0.330352964,-0.159929189,-0.312630589,-0.175157651,-0.533136865,-0.365711646,-0.286495594,-0.194888322,-0.215990287,-0.294737991,-0.189621211,-0.068610514,-0.178256906,-0.197768368,-0.203332592,-0.169204853,-0.113560546,-0.142086677,-0.178723487,-0.134757183,-0.147709753,-0.102844627,-0.306117719,-0.312480333,-0.08959319,-0.243625726,-0.189028802,-0.120110758,-0.16572066,-0.177378449,-0.215673809,-0.21358367,-0.357431223,-0.199397278,-0.007054753,-0.277467813,-0.239936833,-0.258596388,-0.095092784,-0.188463374,-0.259358744
s_Candidatus_Arthromitus_sp._SFB-mouse-NL,0.787081785,-0.468970245,-0.426737412,0.318390374,1.390146577,-1.7136877,-3.394593582,-3.535178796,-1.838210045,-3.823805732,-3.150217497,-0.185253404,0.554978703,0.154320521,-0.843738471,-0.180883677,1.370911592,-1.256590552,-0.982690474,-1.325088939,-2.157160912,-3.516421636,-0.239372778,-0.894215043,-0.179442003,0.544021877,-3.259685423,-3.841243823,0.322372233,-0.56796003,0.268819378,0.109807418,-0.840681157,0.441182839,0.186643513,0.359098906,0.115818357,-0.459188233,1.00991436,1.03851382,-0.535990963,-4.350910536,-3.527586315,0.004517233,0.067906775,-4.361622448,-4.30936956,0.218623485,-1.766603074,-1.682153186,-1.778654143,-1.726467413,-0.251811044,-1.004599664,0.380642167,0.205049076,-2.762320292,-0.88761256,-3.113031334,-4.05397943,-3.254328661,-3.212304955,0.981290015,-0.978481411
s_Staphylococcus_argenteus,-0.593358901,-0.088933951,-0.132013057,-0.417016616,-1.070128285,-0.075113193,-0.339544732,0.566430977,-0.160209461,0.284332152,0.832856866,0.013712625,-0.285274394,0.118531413,0.066233124,-0.249589151,-0.625311916,-0.270965127,0.308670994,-0.202584729,-0.632716213,-0.324574484,-1.213281588,-0.332777208,-0.838687632,-0.053307381,-0.665853191,0.805548037,-0.278700269,0.047895476,-0.459137207,-0.518801241,0.013653269,-0.087011729,-0.325201999,-0.590300985,-0.461791466,-0.435377584,-0.531356104,-0.172749417,-0.286594081,-0.717090859,-0.61795674,-0.016235781,-0.434832552,-0.385954177,0.8716111,-0.453406772,-0.40847959,-0.590098298,-0.607669857,-0.48938545,-0.554760589,-0.825720451,-0.796729955,-0.171101645,-0.516584063,-0.72591029,-0.658583892,-0.612849338,-0.435333566,-0.000118118,-0.814770536,-0.174486405
s_Citromicrobium_sp._JL477,-0.370993863,-0.225769451,-0.459056204,-0.225544408,-0.161163594,-0.220295203,-0.387811473,-0.115405029,-0.079240399,-0.096106286,-0.067473847,-0.221014067,-0.34605259,-0.463603238,-0.364915579,-0.286915108,-0.194529,-0.45424408,-0.392809568,-0.375173032,-0.327051638,-0.050685733,0.059959912,-0.285374969,-0.214533323,-0.306073188,-0.197184973,0.059043926,-0.278700269,-0.344265667,-0.275454179,-0.229595939,-0.226626565,-0.306031563,-0.13807342,-0.2673569,-0.34854843,-0.22406849,-0.088079308,-0.066779331,-0.321753952,-0.06240996,-0.254222305,-0.248265355,-0.490018967,-0.021534502,-0.04067161,-0.276072757,-0.07572483,-0.248002804,-0.22645256,-0.180380608,-0.233792538,0.062596429,-0.087053473,-0.402613446,-0.136508189,-0.208854117,-0.238337389,-0.192080812,-0.311997165,-0.046478351,-0.146351888,-0.278182829
s_Corynebacterium_maris,-0.267504255,-0.351475851,-0.22285953,-0.109743534,-0.27308151,-0.246013732,-0.444323683,-0.339059959,-0.316370192,-0.314750955,-0.409377473,-0.449023808,-0.2467154,-0.366976402,-0.164466637,-0.405537422,-0.412252484,-0.425913573,-0.363941584,-0.187521683,-0.261894496,-0.305577983,-0.191078768,-0.357348469,-0.126671967,-0.179373357,-0.061984595,-0.485508816,-0.379271176,-0.245756763,-0.270929285,-0.269182016,-0.220472699,-0.396415624,-0.049065918,-0.08443815,-0.205162117,-0.351901862,-0.09739904,-0.104027585,-0.181041645,-0.174327876,-0.005647316,-0.227005355,-0.406164657,0.020404187,-0.341776703,-0.142853913,-0.219685519,-0.000850713,0.047815969,-0.130987853,-0.25636686,-0.078052432,-0.089104756,-0.441162116,-0.09180801,-0.188361596,0.104243209,-0.001228765,-0.185345926,-0.374201626,-0.222841759,-0.37017311
s_Komagataeibacter_rhaeticus,-0.253557028,-0.213623553,-0.228639893,-0.249593663,-0.149467554,-0.254062065,-0.259099366,-0.594034713,-0.344943564,-0.485666486,-0.554284594,-0.381251193,-0.167218395,-0.468445863,-0.150591291,-0.330350507,-0.143670582,-0.468716112,-0.229140672,-0.301781033,-0.14969287,-0.218118678,0.173012773,-0.237908432,-0.048068109,-0.242760909,-0.10980247,-0.687795804,-0.21300501,-0.28441875,-0.180350164,-0.264442671,-0.353711993,-0.283650161,-0.135256517,-0.094940873,-0.203308548,-0.201468658,-0.048073974,-0.063129692,-0.182770254,-0.035329001,-0.209770542,-0.231871545,-0.229292705,-0.148437208,-0.616925039,-0.322116695,-0.10214146,-0.308189438,-0.156058146,-0.059321183,-0.104175045,-0.0841937,-0.066768802,-0.423845666,-0.275223061,-0.156422754,-0.101425711,-0.067055117,-0.127568125,-0.345353471,-0.087721804,-0.218257068
s_Parasaccharibacter_apium,-0.143498424,-0.293163369,-0.448166804,-0.312375783,0.003852216,-0.242013727,-0.111179236,-0.42444513,-0.274984976,-0.503577413,-0.45129978,-0.358715028,-0.18262024,-0.274861114,-0.392111322,-0.12607544,-0.287884569,-0.363647184,-0.201117823,-0.335875245,-0.045826007,-0.228019749,-0.196053903,-0.167591934,-0.179442003,-0.456237633,-0.003422066,-0.344736262,-0.114023176,-0.366538302,-0.093510623,-0.117409459,-0.093867075,-0.343771891,-0.361569643,-0.149175696,-0.121557898,-0.159529969,-0.373907812,-0.100239702,-0.239725147,-0.082212587,-0.170689192,-0.228624789,-0.213032184,-0.178482387,-0.638508611,-0.136310814,-0.109819041,-0.308189438,-0.249148569,-0.252543054,-0.110074767,-0.043946819,-0.283407451,-0.383882409,-0.142238864,-0.176264675,-0.018359113,-0.094225022,-0.024315092,-0.132691197,-0.153742905,-0.321879101
s_Thermosipho_melanesiensis,-0.661796063,0.073051977,-0.15060589,-0.291007449,-1.077454325,-0.05504563,-0.393321128,0.196520655,0.047555398,0.038676828,0.578756414,0.275633856,-0.436154425,0.234363229,0.250929039,-0.145306802,-0.21428815,0.07874784,0.374893781,0.030959856,-0.780168944,-0.891753044,-1.24125544,-0.607597367,-0.652405674,-0.046561993,-0.564414948,0.47178994,-0.634493767,0.157710342,-0.467345187,-0.506679881,-0.102916911,0.012047987,-0.313367541,-0.686354015,-0.354993136,-0.440094574,-0.332789565,-0.107829871,-0.294301248,-0.863098682,-0.529357161,0.138850615,-0.326791069,-0.886997598,0.59696286,-0.50863553,-0.418923549,-0.487043069,-0.367828707,-0.433504991,-0.631475506,-0.906481808,-0.776110668,0.267153286,-0.747417271,-0.64266758,-0.834738934,-1.052706976,-0.368411254,-0.210342132,-0.663085949,-0.165957569
s_Oscillatoria_acuminata,-0.386692773,-0.308531399,-0.228639893,-0.352028555,-0.610211858,-0.268304422,-0.360709543,0.092489927,-0.184600914,0.133827785,0.347666527,0.098321887,-0.450543162,-0.315683108,-0.023230472,-0.486840369,-0.312040333,-0.314982012,-0.331938853,-0.185861931,-0.386192213,-0.419336868,-0.358132853,-0.653356984,-0.495435708,-0.397252478,-0.348370491,0.352191642,-0.554112249,-0.129083236,-0.459137207,-0.43969706,-0.264366893,-0.265703518,-0.246730384,-0.335965821,-0.34854843,-0.291022625,-0.120127292,-0.04329135,-0.223376009,-0.302859258,-0.304718469,-0.030757489,-0.334855629,-0.204974002,0.392408665,-0.587364695,-0.367761497,-0.011859998,-0.113825383,0.041918705,-0.460849989,-0.455346663,-0.28091679,0.155801141,-0.322264208,-0.409985006,-0.194180105,-0.370671021,-0.198442465,-0.146191885,-0.430603426,-0.278182829
s_Fictibacillus_phosphorivorans,-0.380383603,-0.057462822,-0.214251156,-0.205935937,-0.276376406,-0.195221565,-0.293500793,0.117101505,-0.122766664,0.099816409,0.353153509,0.131282373,-0.42196979,-0.07929433,-0.140796893,-0.234615609,-0.232185719,-0.249662546,-0.088529604,-0.142059308,-0.284409518,-0.440646655,-0.403117949,-0.278454526,-0.411243617,-0.310440007,-0.268726428,0.334424677,-0.148647141,-0.227952139,-0.360611988,-0.518801241,-0.353711993,-0.12748943,-0.171051319,-0.656821667,-0.466599168,-0.364973943,-0.342313447,-0.275403571,-0.260077376,-0.391458837,-0.294807585,-0.161253978,-0.553454866,-0.426999611,0.39499934,-0.450426144,-0.382837159,-0.169398946,-0.282703869,-0.294215751,-0.390550782,-0.599134555,-0.466227886,0.223190163,-0.350172996,-0.231891785,-0.443029201,-0.305783399,-0.211712802,-0.252631731,-0.422806115,-0.304658503
s_Neisseria_sp._10022,-0.377243883,-0.428252152,-0.22285953,-0.398013668,-0.234366998,-0.301640842,-0.225842145,-0.281901545,-0.184600914,-0.247255463,0.000963315,-0.294002428,-0.31773667,-0.503017207,-0.382136176,-0.147250437,-0.259647399,-0.231100528,-0.477920887,-0.307383289,-0.110663526,-0.086744783,-0.007930423,-0.056691238,-0.264216743,-0.43370852,-0.338061122,-0.117560447,-0.306871146,-0.342065446,-0.365562493,-0.243389261,-0.290342379,-0.419195653,-0.23889949,-0.269150623,-0.229576475,-0.166698459,0.058355489,-0.253130936,-0.247078121,-0.127209953,-0.296781919,-0.207773993,-0.253256985,-0.061425831,-0.056800992,-0.173967534,-0.250255585,-0.152267906,-0.294644309,-0.461054943,-0.090542896,0.024651497,-0.087053473,-0.274612021,-0.165495726,-0.005364136,-0.109330891,-0.124334823,-0.145267703,-0.130777321,-0.216502594,-0.385921467
s_Nitrosospira_lacus,-0.396231796,-0.201623409,-0.550723392,-0.297370143,-0.234366998,-0.523725632,-0.334322788,0.226021319,-0.218076843,0.287068132,0.340765188,-0.189948248,-0.256216659,-0.378001872,-0.176514976,-0.584338734,-0.103179221,-0.363647184,-0.411817532,-0.294359849,-0.125121609,-0.084587285,-0.016229226,-0.35983913,-0.072112983,-0.392490565,-0.317755855,0.554233609,-0.389562862,-0.456009705,-0.393237215,-0.238770316,-0.470035814,-0.318454083,-0.223419305,-0.33981198,-0.34854843,-0.278876727,-0.40653304,-0.566093165,-0.360259216,-0.044916802,-0.202550294,-0.393912349,-0.543429719,-0.015963457,0.520086382,-0.594214037,-0.35045575,-0.418248041,-0.353393814,-0.396167321,-0.138076597,-0.053857703,-0.2299967,-0.698734387,-0.157683186,-0.248986218,-0.445803127,-0.182778419,-0.316225501,-0.111837361,-0.128833192,-0.29736807
s_Caldicellulosiruptor_hydrothermalis,-0.544013027,-0.021956134,-0.183306352,-0.400369382,-0.691791845,0.012179676,-0.20274643,0.371831667,-0.192865424,0.360785708,0.714332658,-0.323143563,-0.491969204,-0.07929433,0.135120338,-0.266980893,-0.511624957,-0.302559492,-0.050674971,0.040262248,-0.654456199,-0.68713757,-0.886710422,-0.61079737,-0.730474047,-0.288794141,-0.641247381,0.798327789,-0.475947476,-0.102788996,-0.495202142,-0.537263304,-0.058465148,-0.10199952,-0.217293711,-0.558629641,-0.486064502,-0.444833919,-0.522722957,-0.402520574,-0.241558328,-0.503807077,-0.341233682,-0.126998953,-0.38892285,-0.388638743,0.831458226,-0.550509602,-0.380308713,-0.463581583,-0.385759098,-0.444434062,-0.395786396,-0.949447843,-0.639014209,0.158202102,-0.383749292,-0.559925153,-0.634813672,-0.645401941,-0.390985576,-0.093249465,-0.529245962,-0.28533423
s_Sulfurimonas_autotrophica,-0.428702181,0.02350624,-0.208553134,-0.433945678,-1.020295912,-0.150521387,-0.360709543,0.609938091,-0.042872754,0.353142359,0.875134193,-0.171299689,-0.567239832,-0.117857365,-0.063908052,-0.269176284,-0.362176146,-0.155843791,0.113402921,-0.142059308,-0.654456199,-0.404388907,-0.937741902,-0.280756023,-0.543888092,-0.121575352,-0.48412493,0.795909409,-0.362350298,-0.016643045,-0.618295864,-0.485814742,-0.168668288,-0.244197312,-0.197640773,-0.489157268,-0.60599973,-0.598588795,-0.631591689,-0.46043149,-0.317785693,-0.464938208,-0.370585894,-0.215742163,-0.421499021,-0.385954177,0.865972745,-0.643519798,-0.464569057,-0.423803611,-0.524945548,-0.466657199,-0.693138873,-0.599134555,-0.740034612,-0.06224724,-0.483704389,-0.636298132,-0.601807376,-0.51463171,-0.486752481,-0.171758666,-0.589330773,-0.252390074
s_Pseudomonas_fuscovaginae,-0.176288247,-0.372480124,-0.205716253,-0.265953946,-0.279682194,-0.293201974,-0.43276286,-0.520870137,-0.316370192,-0.556139743,-0.688300366,-0.36150443,-0.33308224,-0.34958466,-0.209372141,-0.038587986,-0.428601622,-0.2902894,-0.616999692,-0.326287443,-0.190307589,-0.413330844,-0.071918132,-0.153291383,-0.099020436,-0.303896909,-0.095617835,-0.645977864,0.004341424,-0.364288582,-0.312409886,-0.075445259,-0.301367849,-0.376348061,-0.32011293,-0.168468899,-0.135303819,-0.23556287,-0.15125821,-0.10213185,-0.11101304,-0.185353346,-0.046346226,-0.1462161,-0.060418783,-0.119268474,-0.72189022,-0.000336755,-0.241425505,-0.293410844,-0.173197656,-0.287148583,-0.160641657,0.028327972,0.134449389,-0.452139175,-0.275223061,-0.146647505,0.031120945,-0.050694833,-0.079613732,-0.333574772,-0.087721804,-0.336879382
s_Vibrio_tubiashii,-0.514813872,-0.35842837,-0.335612013,-0.268017931,-0.135037289,-0.578086842,-0.421334165,-0.099177493,-0.36939466,-0.092106281,0.237249692,-0.150727535,-0.207312852,-0.170501098,-0.526000816,-0.155062977,-0.27366632,-0.17522007,-0.416091043,-0.549908208,-0.260040927,-0.144538642,-0.030919942,-0.145210531,0.069954879,-0.248914774,-0.215162985,0.211989351,-0.045728629,-0.426881432,-0.182414148,-0.211495898,-0.411420311,-0.410021277,-0.680905598,-0.395271735,-0.312792781,-0.393896983,-0.135571614,-0.504760077,-0.387486028,-0.090244759,-0.197169115,-0.481793215,-0.277809682,0.006015449,0.26681309,-0.273575877,-0.321468213,-0.057150757,-0.466213074,-0.452709971,-0.224903591,-0.034133198,0.169936984,-0.157856418,-0.187300356,-0.1682806,-0.328020092,-0.003161133,-0.322601718,-0.165800356,-0.20550484,-0.352108103
s_Cyanothece_sp._ATCC_51142,-0.616982047,0.013936789,-0.116346941,-0.323233653,-0.402860553,-0.132470355,-0.371462335,-0.138156786,0.15714838,-0.397915738,-0.063315837,0.15987978,-0.330508236,0.156921303,0.133639952,-0.433636333,-0.324340611,0.165899735,0.303470774,-0.091004138,-0.598366733,-0.481468649,-0.509842721,-0.387653818,-0.522834683,0.107348562,-0.502089485,-0.264693554,-0.424654182,0.075776959,-0.526768608,-0.283536329,-0.18827676,0.018018154,-0.211205413,-0.335965821,-0.284277611,-0.398421877,-0.323355533,-0.166670371,-0.177593366,-0.503807077,-0.292837141,-0.070084591,-0.211241673,-0.600422332,-0.236686494,-0.480639922,-0.307283578,-0.30077284,-0.23066901,-0.27547984,-0.611738023,-0.787660889,-0.350442853,0.140052784,-0.500009098,-0.565824875,-0.548081977,-0.505000817,-0.402466758,-0.342986606,-0.377257445,-0.120306489
s_Edwardsiella_tarda,-0.415587239,-0.252602847,-0.258053778,-0.255697446,-0.065853414,-0.248019751,-0.350071145,-0.326353307,-0.044660065,-0.408815028,-0.491866965,-0.299238042,-0.31773667,-0.257021195,-0.213556248,-0.454579507,-0.216507906,-0.192764379,-0.431193811,-0.250953397,-0.384093576,-0.279051229,-0.074123205,-0.065941997,-0.110449132,-0.230565636,-0.379952063,-0.160732619,-0.272546403,-0.320325459,-0.268674492,-0.150607528,-0.232818535,-0.28566426,-0.068610514,-0.147584606,-0.262429671,-0.274860657,-0.210278389,-0.212132745,-0.200222704,-0.108556562,-0.052519085,-0.179603116,-0.33891243,-0.264899763,-0.429279601,-0.345958884,-0.167317533,-0.197878417,-0.257794156,-0.327872774,0.086283253,-0.111250501,-0.202022848,-0.506574381,-0.245048358,-0.064511808,-0.256561128,-0.279942168,-0.145267703,-0.345353471,-0.158203879,-0.170212894
s_Thermodesulfatator_indicus,-0.476008298,-0.14181774,-0.188861922,-0.243526911,-0.243906021,-0.043522869,-0.485872686,-0.225548608,-0.011235669,-0.199464799,-0.10569506,-0.344883549,-0.253832868,-0.336736517,-0.198987832,-0.566427807,-0.30473214,-0.039246011,0.044229886,-0.307383289,-0.158019313,-0.056955346,-0.045829696,-0.285374969,-0.280433315,-0.152856651,-0.145112472,-0.186265921,-0.44997199,-0.231881417,-0.440243257,-0.358571515,-0.363101734,-0.32053959,-0.194651235,-0.377107764,-0.478720528,-0.369369555,-0.291020152,-0.246544743,-0.435321235,-0.141962591,-0.109859631,-0.275067629,-0.268294863,-0.012266595,-0.032703441,-0.426895646,-0.263648642,-0.340979261,-0.171868752,-0.182492541,-0.286496602,0.022808179,-0.195149968,-0.24546606,-0.167458435,-0.242541513,-0.291652448,-0.155379445,-0.404778898,-0.167782517,-0.456372939,-0.22274138
