OTUID	570.T2	571.T2	572.T2	573.T2	574.T2	575.T2	576.T2	577.T2	578.T2	580.T2	581.T2	582.T2	583.T2	584.T2	585.T2	586.T2	588.T2	589.T2	590.T2	592.T2	593.T2	594.T2	595.T2	596.T2	597.T2	598.T2	599.T2	600.T2	601.T2	602.T2	603.T2
12a99a655ea1b8de195d606164510143	133	0	0	0	40	0	56	0	82	141	0	47	153	37	0	73	44	0	0	112	217	91	145	0	0	0	0	0	0	0	0
add6feb7ab50d5292ffdc30d3d8cbcb7	0	0	0	0	0	62	0	0	0	0	0	0	0	29	0	51	0	0	54	0	0	0	317	0	0	91	46	74	49	74	88
3e5c8bf7fcc6ac8b3583d8ea5c5ed52b	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	77	37	38	35
2fcfa1edfa38d4a8f337248ce5667dc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	64	212	0	0
a2c4afd5213886bde2df4b720b55f0b1	0	0	0	0	0	0	0	0	47	0	0	0	0	207	0	0	0	0	0	0	0	94	62	0	0	0	0	0	0	57	108
f6ab9905c1ae9135e96bfbf1df42f1a3	0	0	129	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0
578d787ea76ac5f3e84a3dbf6ec1e94f	148	0	0	0	0	0	55	0	0	0	0	133	152	34	0	0	44	0	0	0	105	0	0	32	0	0	0	0	0	0	0
42264f85b88d55214c083f2afc749190	0	0	181	52	101	0	0	0	52	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	92	49	84	60
51e8edf671ca50b4fbc43f4c3ec9f50c	0	0	89	52	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	92	54	83	103
7fdcb69d17695ed0f869fde7ea0a45e4	0	0	38	45	0	0	92	0	46	0	0	0	87	0	0	0	27	0	0	0	92	64	0	0	0	0	0	58	75	75	91
c7378e96ee51ba53a0f9238c791bb6f1	0	0	0	108	0	0	64	32	37	0	79	0	0	0	0	0	0	0	29	0	0	0	0	0	0	21	0	0	83	48	54
bd76b3bf06c313c1ff0c28a27411f377	0	0	0	0	97	0	43	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	78	101	71
1d50ba1b3f738ce7d2054ef0c39dc0d5	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	78	66
53cff25bf22ec0f1bf93f5d87888eb3a	0	0	0	53	74	0	0	0	57	0	0	42	0	85	0	0	0	0	0	0	77	57	0	0	0	0	0	38	41	101	73
c5a61c5fb97d83ce12aeea183f56628f	102	0	118	0	0	143	55	38	0	0	0	119	33	29	0	0	144	0	0	0	25	57	0	0	0	60	0	0	91	56	0
c3e4bcdf3c0c098f667e70290a45333c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	45	0	52	0	0	279
b96beaf149285190892f2b812436d6e1	82	130	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	61	46	55	133
4b97cbe0d243e108b5870789059ed0d7	0	0	0	0	82	0	30	0	57	0	0	146	0	101	0	0	68	0	0	0	0	0	0	0	0	30	0	0	0	71	87
6e70fa72e2dfa67e83ae0b2ccfb64afa	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
f98d979df04d330a67fb4e5b98ca104d	0	0	0	0	82	0	56	37	0	0	0	0	0	0	95	70	0	0	0	0	0	0	0	0	0	0	0	46	98	50	87
689c12390c09b9a29cf4fb872b49edd9	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	66	0	0	86	0	0	0	0	0	0	70	0	47	0	79	80
fb4ab06d1dfa87af3bbfa3cdfa43065e	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	71	82
5b11801bb8adfc9ff5e1a1960d96bc16	0	0	0	0	238	0	105	0	170	0	0	0	25	97	0	0	0	0	0	0	0	66	0	0	0	0	0	58	66	52	0
4b28010a343b8f259cd4e8f4c91672c8	99	0	0	0	0	0	0	0	0	0	0	0	46	122	0	0	0	0	0	0	0	0	0	98	0	0	0	33	39	44	61
c00da10f7b1c5103b343824f9ff5937b	0	0	0	0	137	0	34	0	44	0	0	63	34	0	0	0	23	0	135	0	0	0	0	0	0	0	0	70	92	98	87
f969f77024f652bdd33ca8aa4d348a91	79	0	0	0	0	0	0	0	0	0	0	135	31	0	0	0	0	0	0	0	0	45	0	0	0	0	0	32	42	64	46
7db509e298401edfc42514f0e35a48bd	0	0	0	0	74	62	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	75	0	0	0	0	0	77	52	69	65
31104eba47b7c647b4712e33dfeb786b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	35	45	75	110
e2ef7cb559b4796a5ecbf979b2c6c47c	0	0	0	69	29	0	24	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	59	76
