OTUs,570.T1_RC9_01_33092,570.T2_RF5_01_33130,570.T3_BA1_01_33166,570.T4_BC9_01_33201,570.T5_BF5_01_33362,571.T1_RC10_01_33093,571.T2_RF6_01_33131,571.T3_BA2_01_33168,571.T4_BC10_01_33202,571.T5_BF6_01_33363,572.T1_RC11_01_33094,572.T2_RF7_01_33132,572.T3_BA3_01_33169,572.T4_BC11_01_33203,572.T5_BF7_01_33364,573.T1_RC12_01_33095,573.T2_RF8_01_33133,573.T3_BA4_01_33170,573.T4_BC12_01_33204,573.T5_BF8_01_33365,574.T1_RD1_01_33097,574.T2_RF9_01_33134,574.T3_BA5_01_33171,574.T4_BD1_01_33206,574.T5_BF9_01_33366,575.T1_RD2_01_33098,575.T2_RF10_01_33135,575.T3_BA6_01_33172,575.T4_BD2_01_33207,575.T5_BF10_01_33367,576.T1_RD3_01_33099,576.T2_RF11_01_33136,576.T3_BA7_01_33173,576.T4_BD3_01_33208,576.T5_BF11_01_33368,577.T1_RD4_01_33100,577.T2_RF12_01_33137,577.T3_BA8_01_33174,577.T4_BD4_01_33209,577.T5_BF12_01_33369,578.T1_RD5_01_33101,578.T2_RG1_01_33139,578.T3_BA9_01_33175,578.T4_BD5_01_33210,578.T5_BG1_01_33371,580.T1_RD6_01_33102,580.T2_RG2_01_33140,580.T3_BA10_01_33176,580.T4_BD6_01_33211,580.T5_BG2_01_33372,581.T1_RD7_01_33103,581.T2_RG3_01_33141,581.T3_BA11_01_33177,581.T4_BD7_01_33212,581.T5_BG3_01_33373,582.T1_RD8_01_33104,582.T2_RG4_01_33142,582.T3_BA12_01_33178,582.T4_BD8_01_33213,582.T5_BG4_01_33374,583.T1_RD9_01_33105,583.T2_RG5_01_33143,583.T3_BB1_01_33180,583.T4_BD9_01_33214,583.T5_BG5_01_33375,584.T1_RD10_01_33106,584.T2_RG6_01_33144,584.T3_BB2_01_33181,584.T4_BD10_01_33215,584.T5_BG6_01_33376,585.T1_RD11_01_33107,585.T2_RG7_01_33145,585.T3_BB3_01_33182,585.T4_BD11_01_33216,585.T5_BG7_01_33377,586.T1_RD12_01_33108,586.T2_RG8_01_33146,586.T3_BB4_01_33183,586.T4_BD12_01_33217,586.T5_BG8_01_33378,588.T1_RE1_01_33110,588.T2_RG9_01_33147,588.T3_BB5_01_33184,588.T4_BE1_01_33345,588.T5_BG9_01_33379,589.T1_RE2_01_33111,589.T2_RG10_01_33148,589.T3_BB6_01_33185,589.T4_BE2_01_33346,589.T5_BG10_01_33380,590.T1_RE3_01_33112,590.T2_RG11_01_33149,590.T3_BB7_01_33186,590.T4_BE3_01_33347,590.T5_BG11_01_33381,591.T1_RE4_01_33113,591.T2_RG12_01_33150,591.T3_BB8_01_33187,591.T4_BE4_01_33348,591.T5_BG12_01_33382,592.T1_RE5_01_33114,592.T2_RH1_01_33152,592.T3_BB9_01_33188,592.T4_BE5_01_33349,592.T5_BH1_01_33384,593.T1_RE6_01_33115,593.T2_RH2_01_33153,593.T3_BB10_01_33189,593.T4_BE6_01_33350,593.T5_BH2_01_33385,594.T1_RE7_01_33116,594.T2_RH3_01_33154,594.T3_BB11_01_33190,594.T4_BE7_01_33351,594.T5_BH3_01_33386,595.T1_RE8_01_33117,595.T2_RH4_01_33155,595.T3_BB12_01_33191,595.T4_BE8_01_33352,595.T5_BH4_01_33387,596.T1_RE9_01_33118,596.T2_RH5_01_33156,596.T3_BC1_01_33193,596.T4_BE9_01_33353,596.T5_BH5_01_33388,597.T1_RE10_01_33119,597.T2_RH6_01_33157,597.T3_BC2_01_33194,597.T4_BE11_01_33355,597.T5_BH6_01_33389,598.T1_RE11_01_33120,598.T2_RH7_01_33158,598.T3_BC3_01_33195,598.T4_BE10_01_33354,598.T5_BH7_01_33390,599.T1_RE12_01_33121,599.T2_RH8_01_33159,599.T3_BC4_01_33196,599.T4_BE12_01_33356,599.T5_BH8_01_33391,600.T1_RF1_01_33123,600.T2_RH9_01_33160,600.T3_BC5_01_33197,600.T4_BF1_01_33358,601.T1_RF2_01_33124,601.T2_RH10_01_33161,601.T3_BC6_01_33198,601.T4_BF2_01_33359,602.T1_RF3_01_33128,602.T2_RH11_01_33162,602.T3_BC7_01_33199,602.T4_BF3_01_33360,603.T1_RF4_01_33129,603.T2_RH12_01_33163,603.T3_BC8_01_33200,603.T4_BF4_01_33361
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5542,0,0,0,0,0,0,0,0,0,0,23206,0,0,0,0,0,0,0,0,0,27361,0,0,0,0,0,0,0,0,0,47007,0,0,0,12252,65581,0,0,0,0,5094,0,0,0,0,17543,0,0,0,0,0,0,0,0,0,0,0,14496,3804,71085,0,0,0,0,21488,0,0,0,0,7750,0,0,0,0,0,0,0,0,0,11427,0,0,0,22898,0,7455,0,0,25993,28583,0,0,0,90507,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10316,0,0,0,0,6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5211,0,0,0,0,0,0,0,0,0,0,31185,0,30952,0,0,46275,0,0,23640,0,0,0,0,0,0,0,0,0,0,40859,45223,0,5744,0,0,0,0,7851,0,60712,0,0,0,0,25844,0,0,0,0,57080,14370,0,8971,0,56558,0,0,0,0,14916,0,0,0,0,0,0,0,0,0,0,29874,0,0,9212,0,27510,0,0,97486,0,0,0,0,36449,0,0,0,0,0,0,11748,0,0,0,10882,15800,0,9012,0,0,0,0,10411,0,0,11567,0,30552,46317,0,0,0,13847,0,0,0,0,13255,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12207,7565,0,0,0,0,0,0,15272,0,0,0,0,0,0,10290,0,11683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15200,0,3169,0,0,0,0,0,0,0,4960,0,0,0,0,0,0,0,0,0,0,0,0,0,12526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10848,0,0,0,0,0,0,0,0,0,0,5483,0,0,10108,0,0,0,0,8726,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774,0,4486,0,0,0,0,5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5576,0,0,0,0,0,0,0,0,0,4372,0,0,0,0,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4110,0,0,0,0,0
109,0,0,0,0,0,1820,0,0,0,0,0,2581,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10135,0,0,0,0,0,0,0,0,7736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27428,0,0,0,0,13520,0,0,0,0,17790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13153,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21119,0,0,0,0,0,0,0,24361,16693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54994,0,0,0,22896,32730,0,0,0,0,28053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34847,29244,0,0,0,0,45880,0,0,0,0,41042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26597,0,0,0,0,26003,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,36871,0,0,0,0,0,0,0,0,0,0,0,58098,0,0,31235,0,0,0,0,0,0,0,0,0,0,0,0,57005,0,0,0,43996,0,0,0,0,0,0,0,0,0,38356,30285,76983,41654,38403,0,53171,0,0,0,0,0,0,0,0,0,0,34538,0,0,0,33215,36464,0,0,0,0,35677,0,83485,0,51649,0,0,27881,0,0,0,59895,54122,85793,0,0,0,0,0,0,0,0,0,43155,0,0,0,0,0,0,0,0,0,0,0,0,76450,0,60002,0,0,0,0,141713,0,0,0,0,177948,0,0,0,0,0,0,0,0,0,0,40620,0,0,73127,0,0,32802,0,95087,296816,0,0,79789,0,64359,59327
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4231,0,0,0,0,0,0,0,0,0,0
131,0,8373,12351,21703,0,17506,0,19219,0,6312,0,18517,13712,8238,6155,0,5663,11412,0,5177,14855,0,5176,5505,11856,0,0,0,0,10640,0,0,28703,19336,9254,29986,48497,31066,8119,17687,0,10243,0,0,12550,0,0,0,0,4820,0,0,0,0,0,0,0,0,6013,0,0,0,0,0,0,0,0,30808,23994,30925,0,0,0,0,0,0,0,0,0,10432,4050,0,0,25491,0,0,0,0,6921,9626,5651,0,35665,7542,21711,0,0,0,8553,0,4938,0,0,5339,0,9004,0,14928,8570,7319,11877,0,0,19231,5280,0,0,9890,6716,0,6459,0,0,5562,16828,0,0,0,0,0,0,0,0,0,8376,26973,0,0,0,26191,6403,0,10119,0,0,0,7919,13109,0,0,23453,6051,0,0,0,7281
132,0,0,0,0,0,0,0,0,0,0,0,0,0,5674,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9763,0,0,0,0,0,0,0,0,0,0,0,6257,0,4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,9618,0,0,0,0,0,10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8654,0,0,0,0,0,12924,0,0,5930,0,0,0,19575,0,0,0,0,0,0,0,6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9834,0,0,0,0,0,0,6278,0,0,0,0,0,0,0,0,0,8425,5830,0,0,0,0,0,0,0,9818,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4429,0,0,3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8482,0,0,0,0,0,0,0,7136,0,5872,0,0,0,0,0,0,0,0,0,0,18272,0,0,7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19202,0,0,0,0,0,0,0,56910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16677,0,0,0,0,0,0,7951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6825,0,0
154,0,0,0,6761,0,0,0,0,0,7487,0,6922,19057,15438,0,0,0,0,0,0,17796,0,4529,8764,8222,0,6768,7658,0,6668,0,0,0,0,0,0,4789,13846,0,0,5211,0,0,0,13620,11771,0,14750,0,0,9362,0,0,7859,0,0,7137,0,20655,0,0,0,0,7801,0,6021,0,5307,12411,26073,0,0,7491,0,7319,0,7181,0,5747,0,0,0,0,25877,0,0,0,0,0,0,0,0,14589,20897,0,0,0,0,0,15437,0,0,0,0,13029,7455,0,18911,0,0,0,0,0,0,0,0,0,22658,0,0,5520,0,0,0,12169,0,0,0,7661,0,0,0,0,0,0,21218,0,16678,0,6548,7913,0,0,0,0,0,19914,0,0,0,0,7005,9596,0,0,0
156,0,0,0,0,0,0,6439,12179,10453,6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023,17503,15894,10447,0,5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7883,0,8313,0,0,9318,0,0,0,0,6086,22228,0,0,2334,0,10709,0,0,0,0,0,0,8532,0,5834,19539,10105,0,0,0,0,0,13782,0,6387,0,0,0,0,0,0,0,0,0,0,0,9563,0,0,0,0,16780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6170,0,9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11855,0,0,0,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,25093,0,0,0,0,0,0,0,0,0,0,0,0,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19325,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,0,6855,0,0,0,0,8481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16314,0,0,0,0,0,0,0,0,0,3389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4086,0,0,0,21118,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5651,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,5378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6831,0,0,0,0,0,0,4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3272,0
184,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108,0,0,0,0,0,817,0,0,1341,0,0,1542,0,0,0,0,4876,2974,0,0,0,0,0,0,0,0,5213,0,0,0,0,0,0,0,0,0,20848,11745,0,0,0,15740,0,0,0,0,0,1296,0,0,0,4015,5621,0,0,0,0,5903,0,0,1333,0,4801,5735,0,15725,0,2226,0,0,6239,0,5150,0,0,10817,0,705,0,0,0,0,3224,0,1951,0,0,2813,0,2100,0,2914,3354,0,6482,2932,0,0,0,12419,0,0,0,0,10020,0,0
197,0,0,0,22823,14911,0,9643,38429,50456,0,0,22765,22274,0,0,37652,0,0,0,0,0,0,0,0,0,0,0,0,36295,0,0,0,0,0,7102,0,0,78369,0,0,0,32349,0,0,0,0,0,0,0,0,0,0,0,30219,34071,0,0,0,0,0,16912,0,0,0,0,67533,0,0,0,0,0,0,0,0,23638,0,58670,0,0,13236,14871,0,0,0,15145,0,0,0,16958,47699,0,0,0,0,28159,0,0,28409,57832,0,0,0,20169,8259,0,0,19802,0,0,0,0,0,0,0,96169,0,0,38197,0,0,0,0,0,0,46752,15977,0,30067,0,0,0,0,26256,47688,0,0,0,38613,0,13875,38075,0,0,0,0,0,0,52001,0,0,0,0,0,0,0,0
198,0,19534,0,0,0,7495,70718,56524,0,24677,53049,0,0,8674,29827,0,21361,18093,0,0,14837,0,0,0,36548,0,38882,82777,60573,21361,0,0,0,88717,0,0,13583,15259,0,0,0,11928,0,0,32930,31762,0,0,0,0,16226,22674,15051,29841,26798,39326,0,97214,0,0,0,0,0,25394,0,19769,60373,0,0,0,50167,0,0,0,0,63277,15161,13409,0,71607,14743,0,40103,0,64153,105323,11579,39045,0,59147,150511,0,61131,10157,0,69258,0,0,51541,0,34990,0,16936,30342,0,0,0,0,62772,54544,29431,0,52725,204191,98338,0,0,17195,17506,204480,0,0,0,83478,157417,51830,0,35690,0,0,15213,0,12306,0,68606,0,0,0,94736,73056,11718,0,0,66009,150459,0,0,0,121187,0,0,47607,0,0,0,0
205,0,0,0,0,0,6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788,0,0,0,0,0,0,0,0,0
208,0,0,13276,47953,66649,52783,109718,104499,143952,57998,35033,38939,41836,34115,58772,23490,47628,27657,0,69380,0,21119,14680,0,51434,42117,82164,67679,181701,19774,0,31486,49600,124568,53657,9343,27808,181792,67288,0,56063,9052,48157,0,45636,93760,14615,67035,100200,32443,61780,72945,52101,136846,99169,58100,38581,127154,33864,0,44613,0,20645,47391,0,181690,197178,0,0,37508,67623,13944,0,12110,65798,132589,112396,30410,41524,114549,63525,51858,59612,0,143775,249738,0,104109,69235,213181,116398,75326,73272,0,71700,137797,24463,94595,131356,68202,83526,7826,111587,56814,0,0,81005,29405,110898,201433,74922,46597,106382,196202,290703,22255,28430,95523,35063,246172,30635,13707,35762,150933,330153,81506,32063,144441,74941,0,42191,0,106104,128257,109529,17812,24493,103802,263936,195984,87152,26069,17929,157123,150587,23342,122523,134716,147511,107021,0,0,0,18577,21898,9299
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55327,0,0,0,0,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13692,0,0,0
226,28142,23737,2872,34319,87023,34797,42082,22473,30356,97102,25446,25115,53514,68932,45286,19326,58675,56114,34427,37108,71460,75917,20820,51002,91310,52774,53026,98431,73644,86989,0,0,38465,50933,22997,11133,0,70265,40084,18749,207376,82032,95570,51326,117725,61918,0,54770,42015,82450,80874,36240,55656,95077,145978,47393,153528,129486,50457,60396,198137,57498,36071,42749,24239,86585,81486,0,0,40163,80746,138201,78722,0,59384,66048,52598,32308,47254,70968,29483,158039,52890,199885,75314,161401,9483,176794,41709,84654,136327,29266,98382,110641,91670,96224,14367,43249,37535,52107,82300,63985,59385,59389,48011,25245,0,39628,73401,86813,23747,0,66840,131339,116531,31521,5675,123228,42374,184457,20439,36111,40335,0,394443,40993,0,102590,56183,249684,29357,0,26989,110475,36784,21484,0,54916,97763,121803,118681,24801,87272,260473,213934,13677,117506,49376,122997,432308,80963,60249,114182,17593,107217,65285
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030,0,0,0,0,0,0,0,0,0,0,0,0,4653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19875,0,0,0,0,0,0,0,0,0,0,0,0,0,17505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4159,0,5449,0,0,0,0,30219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8038,3370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37737,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,8217,0,0,0,0,0,0,0,0,0,0,0,11870,0,0,0,0,0,0,0,0,0,0,0,8654,0,0,0,0,26180,0,0,0,0,0,12157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11228,0,0,0,0,0,0,0,0,0,0,0,0,0,22663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9644,0,0,0,0
