OTUs,570.T1_RC9_01_33092,570.T2_RF5_01_33130,570.T3_BA1_01_33166,570.T4_BC9_01_33201,570.T5_BF5_01_33362,571.T1_RC10_01_33093,571.T2_RF6_01_33131,571.T3_BA2_01_33168,571.T4_BC10_01_33202,571.T5_BF6_01_33363,572.T1_RC11_01_33094,572.T2_RF7_01_33132,572.T3_BA3_01_33169,572.T4_BC11_01_33203,572.T5_BF7_01_33364,573.T1_RC12_01_33095,573.T2_RF8_01_33133,573.T3_BA4_01_33170,573.T4_BC12_01_33204,573.T5_BF8_01_33365,574.T1_RD1_01_33097,574.T2_RF9_01_33134,574.T3_BA5_01_33171,574.T4_BD1_01_33206,574.T5_BF9_01_33366,575.T1_RD2_01_33098,575.T2_RF10_01_33135,575.T3_BA6_01_33172,575.T4_BD2_01_33207,575.T5_BF10_01_33367,576.T1_RD3_01_33099,576.T2_RF11_01_33136,576.T3_BA7_01_33173,576.T4_BD3_01_33208,576.T5_BF11_01_33368,577.T1_RD4_01_33100,577.T2_RF12_01_33137,577.T3_BA8_01_33174,577.T4_BD4_01_33209,577.T5_BF12_01_33369,578.T1_RD5_01_33101,578.T2_RG1_01_33139,578.T3_BA9_01_33175,578.T4_BD5_01_33210,578.T5_BG1_01_33371,580.T1_RD6_01_33102,580.T2_RG2_01_33140,580.T3_BA10_01_33176,580.T4_BD6_01_33211,580.T5_BG2_01_33372,581.T1_RD7_01_33103,581.T2_RG3_01_33141,581.T3_BA11_01_33177,581.T4_BD7_01_33212,581.T5_BG3_01_33373,582.T1_RD8_01_33104,582.T2_RG4_01_33142,582.T3_BA12_01_33178,582.T4_BD8_01_33213,582.T5_BG4_01_33374,583.T1_RD9_01_33105,583.T2_RG5_01_33143,583.T3_BB1_01_33180,583.T4_BD9_01_33214,583.T5_BG5_01_33375,584.T1_RD10_01_33106,584.T2_RG6_01_33144,584.T3_BB2_01_33181,584.T4_BD10_01_33215,584.T5_BG6_01_33376,585.T1_RD11_01_33107,585.T2_RG7_01_33145,585.T3_BB3_01_33182,585.T4_BD11_01_33216,585.T5_BG7_01_33377,586.T1_RD12_01_33108,586.T2_RG8_01_33146,586.T3_BB4_01_33183,586.T4_BD12_01_33217,586.T5_BG8_01_33378,588.T1_RE1_01_33110,588.T2_RG9_01_33147,588.T3_BB5_01_33184,588.T4_BE1_01_33345,588.T5_BG9_01_33379,589.T1_RE2_01_33111,589.T2_RG10_01_33148,589.T3_BB6_01_33185,589.T4_BE2_01_33346,589.T5_BG10_01_33380,590.T1_RE3_01_33112,590.T2_RG11_01_33149,590.T3_BB7_01_33186,590.T4_BE3_01_33347,590.T5_BG11_01_33381,591.T1_RE4_01_33113,591.T2_RG12_01_33150,591.T3_BB8_01_33187,591.T4_BE4_01_33348,591.T5_BG12_01_33382,592.T1_RE5_01_33114,592.T2_RH1_01_33152,592.T3_BB9_01_33188,592.T4_BE5_01_33349,592.T5_BH1_01_33384,593.T1_RE6_01_33115,593.T2_RH2_01_33153,593.T3_BB10_01_33189,593.T4_BE6_01_33350,593.T5_BH2_01_33385,594.T1_RE7_01_33116,594.T2_RH3_01_33154,594.T3_BB11_01_33190,594.T4_BE7_01_33351,594.T5_BH3_01_33386,595.T1_RE8_01_33117,595.T2_RH4_01_33155,595.T3_BB12_01_33191,595.T4_BE8_01_33352,595.T5_BH4_01_33387,596.T1_RE9_01_33118,596.T2_RH5_01_33156,596.T3_BC1_01_33193,596.T4_BE9_01_33353,596.T5_BH5_01_33388,597.T1_RE10_01_33119,597.T2_RH6_01_33157,597.T3_BC2_01_33194,597.T4_BE11_01_33355,597.T5_BH6_01_33389,598.T1_RE11_01_33120,598.T2_RH7_01_33158,598.T3_BC3_01_33195,598.T4_BE10_01_33354,598.T5_BH7_01_33390,599.T1_RE12_01_33121,599.T2_RH8_01_33159,599.T3_BC4_01_33196,599.T4_BE12_01_33356,599.T5_BH8_01_33391,600.T1_RF1_01_33123,600.T2_RH9_01_33160,600.T3_BC5_01_33197,600.T4_BF1_01_33358,601.T1_RF2_01_33124,601.T2_RH10_01_33161,601.T3_BC6_01_33198,601.T4_BF2_01_33359,602.T1_RF3_01_33128,602.T2_RH11_01_33162,602.T3_BC7_01_33199,602.T4_BF3_01_33360,603.T1_RF4_01_33129,603.T2_RH12_01_33163,603.T3_BC8_01_33200,603.T4_BF4_01_33361
13343,0,0,0,1693,0,0,0,0,0,2959,2950,0,0,0,0,3860,4553,7093,0,0,2794,3874,0,0,0,1744,1645,2878,0,0,5233,0,0,0,0,3296,4210,0,16631,0,2838,0,0,0,0,2623,0,2036,1859,0,0,0,0,2902,0,5309,14982,0,4888,1567,0,0,0,0,0,3267,1037,2600,0,0,0,0,5618,0,1431,0,0,4398,2480,0,0,0,0,0,0,1791,0,1517,0,0,8512,3537,1845,0,0,0,9883,0,0,2538,4575,9088,0,3262,0,0,3192,3208,0,3133,0,0,0,0,0,0,5972,0,0,9328,2020,1380,0,0,3533,0,7203,1457,0,5631,4817,4900,4024,0,0,11326,7075,0,1608,0,2418,7685,0,0,2608,7090,2380,0,1485,0,0,0,0,1740,0,0
13350,2289,0,0,0,0,0,0,0,0,0,3368,0,0,0,0,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,0,0,0,0,4721,0,0,0,0,0,0,0,0,0,0,1951,0,0,0,0,0,1458,0,0,0,0,1751,4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,0,0,0,1439,0,0,2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,0,0,1446,3459,0,0,0,0,0,0,0,0,0,0,3105,0,0,0,0,0,0,0,0,0
13380,0,0,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,0,0,0,0,1679,0,0,0,0,0,0,1251,0,1344,0,0,0,0,0,0,1239,0,0,0,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13382,0,0,0,0,0,0,0,0,0,0,0,0,9184,0,0,0,5997,4995,0,0,3170,0,0,6282,0,0,0,0,0,7181,0,0,3309,0,0,3411,4119,0,3609,2629,0,0,0,0,4213,1700,0,0,0,0,0,0,0,0,0,0,4209,0,5028,2518,0,3560,0,0,0,0,0,2964,0,8634,0,0,0,0,0,0,0,0,5456,0,0,0,0,15595,0,0,0,0,0,0,0,0,0,8590,4322,0,0,0,0,0,0,0,0,0,13384,0,0,0,0,0,0,0,0,0,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,3968,0,0,0,0,0,7374,0,0,0,0,0,0,3395,0,0,0,1298,0,0,0,12591,0,8344,0,2100,0
13385,0,0,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,0,0,0,0,2122,0,0,0,0,0,0,0,0,0,2126,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13413,0,2699,0,0,0,0,0,0,0,0,0,0,0,2722,2186,2930,3496,0,0,0,4041,0,0,0,0,0,0,0,0,0,0,4374,2484,0,0,0,0,0,1646,0,0,2519,0,2372,3584,0,0,0,0,0,0,0,3306,2607,0,0,0,0,0,0,5389,0,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,1772,0,0,3124,0,0,0,0,0,2419,0,0,0,0,0,0,0,0,0,0,1511,0,0,0,0,0,0,0,3751,0,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6198,0,0,0,0,0,0,2739,0,0,0,0
13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,3083,0,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2335,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,2103,0,0,0,2416,0,0,0,5956,0,0,0,2413,0,0
13449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,1784,0,0,0,0,0,0,0,0,0,4917,4955,0,0,0,0,0,0,0,0,0,0,0
13458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,2326,0,0,0,0,0,0,0,0,0,3346,0,0,0,0,0,0,0,0,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,2542,0,0,0,1836,0,0,0,0,0,0,0,3875,0,0
13463,3277,0,7104,6012,0,4178,0,0,0,4164,4261,7328,0,1603,42895,6232,3944,23793,24396,45118,3367,0,0,0,14336,9036,5053,4609,0,0,23564,0,3787,3674,0,2748,14253,16894,0,0,6500,5040,3689,0,5499,9785,0,0,0,2426,1924,0,0,12357,11849,3371,0,5014,0,0,0,2043,3804,0,0,3029,0,0,0,0,5318,0,0,2425,10414,5381,6283,0,0,0,2436,0,0,14491,4186,12118,1957,4869,2209,3018,26505,0,9482,0,0,5587,0,4419,4119,2276,3252,0,4190,0,4805,0,3302,2580,10255,0,7804,0,7102,18017,5747,0,0,8101,4861,4663,15791,0,7781,0,13869,2917,0,3730,0,3196,0,0,3633,3893,14306,0,2967,2887,0,7705,1841,3423,6478,9405,0,0,5680,5739,8017,0,0,3199,2114,3682,2580,2208
13481,0,0,0,0,0,0,3688,0,0,0,0,0,0,0,0,0,0,6759,0,0,0,0,0,0,0,6925,0,0,0,0,0,0,6282,0,0,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17293,0,8181,0,2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3312,3074,0,0,0,0,0,6874,0,0,0,0,0,0,0,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,8827,0,0,0,0,2933,1561
13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237,4056,0,0,0,0,3986,0,0,0,0,0,0,0,0,4553,0,0,0,0,0,0,0,0,0,11694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,0,0,0,0,0,2343,0,0,0,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,0,0,1037,0,0,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103,0,0,0,0,0,0,0,0,0,3210,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,1229,0,0,0
13511,0,0,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7733,0,9112,0,2123,0,0,3476,7877,0,1854,0,752,0,0,0,0,0,0,0,0,0,1989,1818,0,0,1384,0,2438,0,1735,0,0,0,0,0,1752,0,3162,0,0,7773,6893,0,0,0,6063,0,0,0,0,0,4612,0,0,0,0,0,793,4035,0,0,0,0,0,1620,11489,885,0,2483,0,0,799,0,0,0,0,755,0,0,0,0,11369,2981,0,0,780,2594,0,0,0,0,3629,0,0,0,0,6054,0,0,0,0,928,0,0,0,0,4924,0,1473,0,4725,15632,5027,3830,1646,0,4667,6147,14435,13442,6183,4008,8366,3835,3517,767,0,0,0,3382,0,1350,14211,3997,0,11350
13512,0,0,2047,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,1138,0,1957,0,1253,0,4543,0,1666,0,0,1247,0,667,0,0,0,21200,16262,0,0,992,0,0,0,0,0,3335,0,0,0,0,1074,0,0,0,2122,0,0,0,0,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,820,0,2785,0,0,555,0,4594,0,884,0,0,0,0,877,0,0,0,7053,2400,0,0,0,0,1784,0,523,0,0,0,0,0,0,722,0,4133,0,0,0,0,0,6019,0,2771,2516,1104,0,0,0,0,0,0,2689,0,0,0,0,5514,2462,0,0,0,0,0,0,0,0
13515,0,0,0,0,0,0,0,0,0,0,0,1891,0,0,2183,2073,0,0,0,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,6415,0,0,0,0,0,0,6311,0,0,2522,2120,10231,1537,1967,0,2355,0,0,0,1376,2704,4675,2751,0,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,0,0,0,1538,0,0,0,0,0,0,0,0,0,0,2248,0,0,0,0,0,2500,0,1367,0,0,0,0,0,2571,0,0,0,0,0,0,0,0,0,0,0,2318,0,0,0,0,4392,0,0,0,0,3107,3118,1581,0,0,2471,0,0,0,2113,4453,0,0,0,0,0,0,0,0,10160,3304,0,0,0,1450,0,9312,22180,5867,4635
13517,0,0,0,0,0,0,1107,0,1309,0,0,0,0,0,0,2079,3377,5675,0,0,0,0,0,0,0,4563,0,0,0,0,0,0,0,12457,0,0,17090,11695,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,0,0,0,0,0,0,0,0,5155,0,0,0,0,0,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,0,0,1985,0,1699,0,0,0,4698,0,0,0,0,0,0,1569,0,0,0,0,0
13521,0,0,0,0,0,3802,0,0,0,0,2325,4019,4370,0,0,2482,7427,0,0,0,4024,0,0,0,0,0,4249,0,0,2898,0,0,0,0,0,0,0,0,0,0,0,5659,0,0,3541,9156,0,2685,0,0,6179,0,0,3714,8291,0,0,0,0,0,0,0,0,2628,0,0,0,0,0,0,0,2984,0,0,0,0,3017,0,0,0,0,0,0,2185,0,4462,0,0,0,0,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,4760,0,0,2118,3038,0,0,0,0,0,2799,0,5727,0,0,0,3026,0,0,0,0,0,0,5347,3003,0,0,0,3950,0,0,2776,5637,3891,10484,6131,0,6536,0,0,0,0,0,0,0,0,0,0,2741,0,0,0
13556,0,4671,0,0,4045,11997,4449,4548,4691,3530,11402,0,16280,13146,7028,0,14093,7671,6933,7268,5156,0,0,9448,0,4472,5410,9809,4285,0,3979,0,3566,0,0,0,7074,9991,0,1860,0,4676,15512,3546,13145,0,0,0,5027,6137,0,0,17510,5954,0,4598,0,0,3713,1871,0,3973,0,6237,2351,0,0,11010,6143,5595,0,0,0,3490,2235,0,0,6528,3443,0,0,0,3351,5521,0,0,8277,0,9588,3407,8504,10764,6653,4974,11474,0,17850,6175,7860,3539,7525,14549,4542,5226,4770,4487,7975,15925,7798,4541,6659,8047,13497,0,20413,0,21359,16583,4092,22841,5627,7394,6165,0,18647,0,6026,7443,3115,17488,0,9281,15963,0,11167,10587,10292,5981,14135,2815,12397,8580,10177,0,0,11901,5631,6341,0,13844,0,0,0,15708,7425,8232
13557,5713,0,13958,3480,3256,0,0,0,3849,4675,0,0,0,0,0,0,0,8240,0,0,0,0,12730,0,0,0,0,0,0,2794,5145,0,0,0,0,0,0,7428,5683,0,0,0,0,0,0,0,0,15428,6960,0,0,0,0,9903,8838,0,0,8808,4550,0,0,0,7514,7528,0,0,0,0,0,6281,0,0,8129,0,0,0,0,6538,4032,0,0,0,0,6113,0,0,9604,10364,0,3980,9653,3361,7736,4688,0,0,0,6839,0,4642,7687,0,5257,4736,4962,0,6019,0,0,3729,5870,5766,8666,0,0,4211,3681,0,4781,0,0,0,7246,0,0,0,6210,8842,2758,0,0,8122,0,0,0,0,4854,5664,0,2222,0,8563,0,0,0,0,4864,0,0,0,0,0,0,0,6989,0
13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5331,4901,8483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104,0,0,0,0,0,0,0,28598,0,0,0,0,0,0,0,11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631,6799,11293,11257,10896,13276,7116,10257,24726,18489,9225,12063,7048,4834,9427,14905,17631,13022,20230,6503,0,2486,12082,5765,7516,19416,9044,8457,5353,19290,10657,3826,12707,14463,7500,4535,14529,13769,51131,0,12087,12531,18586,8739,6653,11237,16505,10527,3201,750,3146,10366,4698,5575,14016,10146,9428,3739,2811,1447,2141,4128,3921,0,1664,0,4321,4444,3859,13367,11980,14104,6384,0,9157,9938,9243,13140,7708,0,21946,12391,0,5406,8487,18362,12315,0,8100,6245,7496,10636,0,11689,1075,11978,11868,2354,14963,8842,14324,8973,0,15884,6168,5304,5788,12360,7970,10596,12168,12704,0,20777,131705,25545,2958,0,13717,28215,23392,9222,3887,13084,13156,26712,8158,0,0,2809,12436,5964,0,17387,15174,22374,6938,0,8960,24296,0,5008,0,0,0,29330,0,11802,12713,7350,6908,10194,3594,12978,0,8290,0
13632,58868,67427,110807,136707,83306,29068,76255,82890,108267,90354,104076,46111,46738,66027,143520,105817,85057,110078,50319,115798,74929,57454,46608,56002,193164,101227,45559,67337,127743,80346,5221,74146,126507,54810,45357,110279,89906,47857,20525,64354,107624,93760,78397,47628,85898,106601,69627,50669,75174,112301,102181,56509,56254,159902,88953,57801,30693,38951,42468,39050,57776,37594,49707,137535,53602,77109,62282,30564,79604,123922,78401,66819,19780,49212,114890,51862,81431,90419,141260,146017,76502,106427,77832,119017,87483,70417,32790,80527,100189,116933,64365,50023,56317,63257,87568,62849,29160,115729,132959,129228,61143,90479,197259,76989,153548,29254,52329,67548,119678,180220,81370,38377,86110,0,191874,29181,17541,91732,28201,39253,121048,64181,59250,82185,144520,53526,12402,117737,62067,136615,99930,21362,98014,142903,140685,44636,0,26492,55696,140018,38424,33056,102656,294748,152816,18734,86476,87110,41375,89729,109423,88358,90920,20629,49353,57853
13653,0,0,0,0,0,1431,0,0,2905,0,0,0,0,1529,0,0,1346,5469,0,0,2805,0,0,0,0,6030,0,1121,0,0,0,0,5580,0,0,1581,4338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11191,0,4879,0,1846,2052,0,0,0,0,0,0,0,3400,0,1629,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,2719,0,0,0,0,0,0,1786,0,0,0,0,0,0,10813,0,0,0,0,0,1817,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0,0,1378,0,0,1987,2912,0
13659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168209,0,0,0,0,0,0,176459,148974,0,0,49135,39457,0,0,0,182046,30689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82700,0,0,0,0,106821,115246,0,0,0,63408,182019,0,0,0,0,0,40182,0,23845,0,0,44791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,0,0,0,0,0,0,0
13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3629,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,0,0,0,11712,0,15313,0,0,0,0,0,0,0,8088,0,0,0,0,0,6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13707,10507,0,3515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,0,0,0,0,0,0,0,0,2391,0,0,0,0,3261,0,0,0,0,4123,0,0,0,5455,0,0,0,0,2657,0,0,0,0,0,0,0,0,0,0,0,0,0,4956,0,0,0,0,0,1031,7853,8596,0,0,0,0,3443,0,8789,0,0,0,0,0,0,0,0,0,2708,0,0,0,0,2027,0,0,0,0,0,0,11147,0,13900,0,0,3752,0,0,0,13371,0,0,0,0,0,0,0,9947,0,0,0,0,0,0,0,0,0,0,11087,0,0,3903,0,7138,0,6228,0,0,0,0,0,2925,0,0,3147,0,0,0,16690,0,0,0,0,0,1329,0,0,0,0
13708,0,5080,4139,0,0,0,0,12567,0,0,1651,0,0,0,26048,11619,0,7095,0,0,4531,0,0,0,0,0,0,0,6826,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13162,3360,0,32741,1604,0,0,0,0,0,29152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10430,0,0,0,0,0,0,0,0,10271,0,0,10429,21921,0,0,0,0,3812,32245,5250,24916,0,0,0,10313,0,0,0,12517,0,0,0,9592,0,0,0,9477,6968,0,0,0,0,0,0,0,6492,13988,0,0,19884,0,0,0,0,0,0,0,0,24529,0,0,38705,27095,19204,0,0,14099,0,42941,25106,0,0,0,4622,0,0,0,0
13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,0,0,0,0,2952,0,0,0,0,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,0,0,0,0,2689,0,0,0,0,3132,0,0,0,0,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,0,0,0,0,0,0,0,0,0
